parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash
PARAM-011,MOD-001,FORM-001,coverage_adjustment.floor,覆盖率最低修正,质量修正,number,ratio,0.65,0.65,0.65,0.65,WG-FORM-001-COVERAGE-ADJUSTMENT,1.0,0.0001,0,1,FORM-001,EXTRACTED from EEI/data/parameter_catalog.csv:12; legacy validation=pair sums 1.0; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=0.01; validation=pair sums 1.0,EEI/data/parameter_catalog.csv:12; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=coverage_adjustment.floor::default_value,0.65,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:85ffaaa5ba12c253a942c29d44273838b8e50304e051bf5292f174b9fd9cf79f
PARAM-012,MOD-001,FORM-001,coverage_adjustment.coverage_weight,覆盖率修正权重,质量修正,number,ratio,0.35,0.35,0.35,0.35,WG-FORM-001-COVERAGE-ADJUSTMENT,1.0,0.0001,0,1,FORM-001,EXTRACTED from EEI/data/parameter_catalog.csv:13; legacy validation=pair sums 1.0; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=0.01; validation=pair sums 1.0,EEI/data/parameter_catalog.csv:13; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=coverage_adjustment.coverage_weight::default_value,0.35,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:26eaa95182fe1c0a1ce64d5dc0b50b1501303f5858e3e7c291932eb10ac614cd
PARAM-013,MOD-003,FORM-003,half_life_days.control_change,控制变化,时间半衰期,number,days,730,730,730,,,,,30,1825,FORM-003,EXTRACTED from EEI/data/parameter_catalog.csv:14; legacy validation=positive integer; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=positive integer,EEI/data/parameter_catalog.csv:14; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=half_life_days.control_change::default_value,730,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:54d434872a18ced8bbf2166c8971d670e9eaf87e5551556cef377cdfdddbf597
PARAM-014,MOD-003,FORM-003,half_life_days.mna,并购,时间半衰期,number,days,730,730,730,,,,,30,1825,FORM-003,EXTRACTED from EEI/data/parameter_catalog.csv:15; legacy validation=positive integer; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=positive integer,EEI/data/parameter_catalog.csv:15; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=half_life_days.mna::default_value,730,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:a040e94d1fa457ea3bf828d3a06115efabb261a1130fdcbad87650eeb3d55cdb
PARAM-015,MOD-003,FORM-003,half_life_days.long_term_supply,长期供应合同,时间半衰期,number,days,540,540,540,,,,,30,1825,FORM-003,EXTRACTED from EEI/data/parameter_catalog.csv:16; legacy validation=positive integer; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=positive integer,EEI/data/parameter_catalog.csv:16; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=half_life_days.long_term_supply::default_value,540,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:7b1b5b21eea698622c9c16425da20d44d389bc6098bb41b9a50931d0d8e83b44
PARAM-016,MOD-003,FORM-003,half_life_days.capex_financing,资本开支与融资,时间半衰期,number,days,365,365,365,,,,,30,1825,FORM-003,EXTRACTED from EEI/data/parameter_catalog.csv:17; legacy validation=positive integer; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=positive integer,EEI/data/parameter_catalog.csv:17; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=half_life_days.capex_financing::default_value,365,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:ce8fb165a678734dbb2862af0f008e0ef833df07b20f6bcc6905f36c67d24a04
PARAM-017,MOD-003,FORM-003,half_life_days.policy_regulatory,政策监管,时间半衰期,number,days,270,270,270,,,,,30,1825,FORM-003,EXTRACTED from EEI/data/parameter_catalog.csv:18; legacy validation=positive integer; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=positive integer,EEI/data/parameter_catalog.csv:18; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=half_life_days.policy_regulatory::default_value,270,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:16044c4f8ca7df0340823439d2f69575f92823196b40b7f522b7ad953c03f534
PARAM-018,MOD-003,FORM-003,half_life_days.product_partnership,产品与合作,时间半衰期,number,days,180,180,180,,,,,30,1825,FORM-003,EXTRACTED from EEI/data/parameter_catalog.csv:19; legacy validation=positive integer; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=positive integer,EEI/data/parameter_catalog.csv:19; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=half_life_days.product_partnership::default_value,180,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:261bc193141af46be4a3f41b9502e70f54ddd1784ab665b3fb1b6967bc474eda
PARAM-019,MOD-003,FORM-003,half_life_days.news_lead,新闻线索,时间半衰期,number,days,90,90,90,,,,,30,1825,FORM-003,EXTRACTED from EEI/data/parameter_catalog.csv:20; legacy validation=positive integer; live_preview=True; refresh=all_loaded_views,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=positive integer,EEI/data/parameter_catalog.csv:20; EEI/scripts/validate_governance.py:108-121,EEI/config/model_profiles/balanced-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,balanced-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=half_life_days.news_lead::default_value,90,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:dc7322270a498e8f3b640652bb0620b8a1b2d20f5feaed72b1abfd42b55b8248
PARAM-020,MOD-002,FORM-002,evidence.publish_min_evidence_count,正式关系最少证据数,证据门槛,number,count,1,1,1,,,,,1,10,FORM-002,EXTRACTED from EEI/data/parameter_catalog.csv:21; legacy validation=schema range; live_preview=True; refresh=graph+inspector+alerts,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:21; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=evidence.publish_min_evidence_count::default_value,1,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:24016162f7752e9890e964d3feb2634761d31d6ebafb9c2963cbd8feda16a9f5
PARAM-021,MOD-002,FORM-002,evidence.inferred_min_independent_sources,推断关系独立来源数,证据门槛,number,count,2,2,2,,,,,1,6,FORM-002,EXTRACTED from EEI/data/parameter_catalog.csv:22; legacy validation=schema range; live_preview=True; refresh=graph+inspector+alerts,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:22; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=evidence.inferred_min_independent_sources::default_value,2,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:8fd713afd3160fd366bddeb787ec48692b94800e513747db9c0cc9de59f94955
PARAM-022,MOD-002,FORM-002,evidence.minimum_evidence_quality,最低证据质量,证据门槛,number,score,55,55,55,,,,,0,100,FORM-002,EXTRACTED from EEI/data/parameter_catalog.csv:23; legacy validation=schema range; live_preview=True; refresh=graph+inspector+alerts,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:23; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=evidence.minimum_evidence_quality::default_value,55,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:b6dc20e46be3f5f742b02b40ac5b7da34bcded4641245d82f3bebfb42d51bf7a
PARAM-023,MOD-002,FORM-002,evidence.minimum_entity_resolution_confidence,实体解析最低置信度,证据门槛,number,ratio,0.88,0.88,0.88,,,,,0.5,1,FORM-002,EXTRACTED from EEI/data/parameter_catalog.csv:24; legacy validation=schema range; live_preview=True; refresh=graph+inspector+alerts,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=0.01; validation=schema range,EEI/data/parameter_catalog.csv:24; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=evidence.minimum_entity_resolution_confidence::default_value,0.88,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:cc77c29cbfe348d800a90a47008d25f1a293db986907a6e7f5cf7556b88cfde9
PARAM-024,MOD-002,FORM-002,evidence.conflict_penalty,冲突惩罚,证据门槛,number,points,12,12,12,,,,,0,50,FORM-002,EXTRACTED from EEI/data/parameter_catalog.csv:25; legacy validation=schema range; live_preview=True; refresh=graph+inspector+alerts,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:25; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=evidence.conflict_penalty::default_value,12,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:1beb422122b730870c900645972ca03d32357c8b8549a0a8064e155630a071c6
PARAM-025,MOD-002,FORM-002,evidence.unknown_coverage_warning_below,未知覆盖警告门槛,证据门槛,number,percent,65,65,65,,,,,0,100,FORM-002,EXTRACTED from EEI/data/parameter_catalog.csv:26; legacy validation=schema range; live_preview=True; refresh=graph+inspector+alerts,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:26; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=evidence.unknown_coverage_warning_below::default_value,65,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:4dd6bde5a9494190bc268e7473f686c31e906de43de97f7dfe5daca49b607091
PARAM-026,MOD-004,FORM-004,graph.minimum_adjusted_priority,节点最低优先级,图谱门槛,number,score,46,46,46,,,,,0,100,FORM-004,EXTRACTED from EEI/data/parameter_catalog.csv:27; legacy validation=schema range; live_preview=True; refresh=graph+all_graph_projections,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:27; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=graph.minimum_adjusted_priority::default_value,46,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:aa7ffd8744da9501689ea81c486dce024a1a20d640265d5f9191548184baeca7
PARAM-027,MOD-004,FORM-004,graph.minimum_edge_materiality,关系最低重要性,图谱门槛,number,score,48,48,48,,,,,0,100,FORM-004,EXTRACTED from EEI/data/parameter_catalog.csv:28; legacy validation=schema range; live_preview=True; refresh=graph+all_graph_projections,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:28; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=graph.minimum_edge_materiality::default_value,48,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:42b0e2a304c9189fb1d8f4df69052269ae6bcb582fe3291653c0aaf9d0c91331
PARAM-028,MOD-004,FORM-004,graph.home_max_nodes,首页最大节点,图谱门槛,number,count,42,42,42,,,,,12,120,FORM-004,EXTRACTED from EEI/data/parameter_catalog.csv:29; legacy validation=schema range; live_preview=True; refresh=graph+all_graph_projections,NOT_APPLICABLE: no empirical calibration evidence in current governance baseline,step=1; validation=schema range,EEI/data/parameter_catalog.csv:29; EEI/scripts/validate_governance.py:108-121,EEI/config/thresholds/default-v2.json; EEI/config/model_runtime_defaults.yaml,EEI/scripts/validate_model_config.py; EEI/scripts/validate_governance.py,active,EXTRACTED,,default-v2@2,2026-06-20,csv_cell:EEI/data/parameter_catalog.csv::parameter_key=graph.home_max_nodes::default_value,42,810ea9fd0beb6d0aebdb4b40fcb55b53c2d81104,2026-06-21T06:20:00Z,sha256:77dc5b6d7ad89aa3fae2b537d022da563c41e2b199fdb1f233f5f08b1abf9197
