market_id,country_iso3,country_name_zh,index_name,instrument_type,return_type,currency,timezone,latitude,longitude,session_date,open_ts_utc,close_ts_utc,close,source,source_symbol,source_retrieved_at
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-18,2024-01-18T15:00:00Z,2024-01-18T21:00:00Z,99.08770447,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-19,2024-01-19T00:00:00Z,2024-01-19T06:00:00Z,103.36987807,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-19,2024-01-19T08:00:00Z,2024-01-19T14:00:00Z,103.33890610,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-19,2024-01-19T15:00:00Z,2024-01-19T21:00:00Z,98.21234060,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-22,2024-01-22T00:00:00Z,2024-01-22T06:00:00Z,104.60244260,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-22,2024-01-22T08:00:00Z,2024-01-22T14:00:00Z,104.33002947,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-22,2024-01-22T15:00:00Z,2024-01-22T21:00:00Z,100.86459300,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-23,2024-01-23T00:00:00Z,2024-01-23T06:00:00Z,104.79450917,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-23,2024-01-23T08:00:00Z,2024-01-23T14:00:00Z,104.27456018,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-23,2024-01-23T15:00:00Z,2024-01-23T21:00:00Z,101.17775555,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-24,2024-01-24T00:00:00Z,2024-01-24T06:00:00Z,105.15995848,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-24,2024-01-24T08:00:00Z,2024-01-24T14:00:00Z,104.85823410,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-24,2024-01-24T15:00:00Z,2024-01-24T21:00:00Z,100.27069725,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-25,2024-01-25T00:00:00Z,2024-01-25T06:00:00Z,103.71240210,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-25,2024-01-25T08:00:00Z,2024-01-25T14:00:00Z,104.26855505,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-25,2024-01-25T15:00:00Z,2024-01-25T21:00:00Z,98.45773398,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-26,2024-01-26T00:00:00Z,2024-01-26T06:00:00Z,104.17326315,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-26,2024-01-26T08:00:00Z,2024-01-26T14:00:00Z,104.57375044,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-26,2024-01-26T15:00:00Z,2024-01-26T21:00:00Z,99.24502831,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-29,2024-01-29T00:00:00Z,2024-01-29T06:00:00Z,105.79252494,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-29,2024-01-29T08:00:00Z,2024-01-29T14:00:00Z,105.22229743,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-29,2024-01-29T15:00:00Z,2024-01-29T21:00:00Z,99.68829732,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-30,2024-01-30T00:00:00Z,2024-01-30T06:00:00Z,105.88073893,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-30,2024-01-30T08:00:00Z,2024-01-30T14:00:00Z,104.74019360,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-30,2024-01-30T15:00:00Z,2024-01-30T21:00:00Z,99.39351103,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-01-31,2024-01-31T00:00:00Z,2024-01-31T06:00:00Z,107.24528657,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-01-31,2024-01-31T08:00:00Z,2024-01-31T14:00:00Z,105.96273070,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-01-31,2024-01-31T15:00:00Z,2024-01-31T21:00:00Z,97.87531556,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-01,2024-02-01T00:00:00Z,2024-02-01T06:00:00Z,107.48233575,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-01,2024-02-01T08:00:00Z,2024-02-01T14:00:00Z,106.24240912,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-01,2024-02-01T15:00:00Z,2024-02-01T21:00:00Z,98.05099919,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-02,2024-02-02T00:00:00Z,2024-02-02T06:00:00Z,106.03513066,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-02,2024-02-02T08:00:00Z,2024-02-02T14:00:00Z,104.75279425,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-02,2024-02-02T15:00:00Z,2024-02-02T21:00:00Z,98.04804356,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-05,2024-02-05T00:00:00Z,2024-02-05T06:00:00Z,106.57288099,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-05,2024-02-05T08:00:00Z,2024-02-05T14:00:00Z,105.40661177,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-05,2024-02-05T15:00:00Z,2024-02-05T21:00:00Z,97.68674139,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-06,2024-02-06T00:00:00Z,2024-02-06T06:00:00Z,107.51600215,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-06,2024-02-06T08:00:00Z,2024-02-06T14:00:00Z,106.60606774,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-06,2024-02-06T15:00:00Z,2024-02-06T21:00:00Z,98.97097477,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-07,2024-02-07T00:00:00Z,2024-02-07T06:00:00Z,106.74253963,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-07,2024-02-07T08:00:00Z,2024-02-07T14:00:00Z,105.60340447,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-07,2024-02-07T15:00:00Z,2024-02-07T21:00:00Z,99.69784661,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-08,2024-02-08T00:00:00Z,2024-02-08T06:00:00Z,108.33928550,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-08,2024-02-08T08:00:00Z,2024-02-08T14:00:00Z,107.66091435,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-08,2024-02-08T15:00:00Z,2024-02-08T21:00:00Z,100.48636316,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-09,2024-02-09T00:00:00Z,2024-02-09T06:00:00Z,107.11266701,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-09,2024-02-09T08:00:00Z,2024-02-09T14:00:00Z,107.11703603,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-09,2024-02-09T15:00:00Z,2024-02-09T21:00:00Z,100.11746320,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-12,2024-02-12T00:00:00Z,2024-02-12T06:00:00Z,105.10386211,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-12,2024-02-12T08:00:00Z,2024-02-12T14:00:00Z,105.30016204,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-12,2024-02-12T15:00:00Z,2024-02-12T21:00:00Z,99.89333085,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-13,2024-02-13T00:00:00Z,2024-02-13T06:00:00Z,104.65783429,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-13,2024-02-13T08:00:00Z,2024-02-13T14:00:00Z,104.33849235,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-13,2024-02-13T15:00:00Z,2024-02-13T21:00:00Z,101.58133047,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-14,2024-02-14T00:00:00Z,2024-02-14T06:00:00Z,105.30633005,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-14,2024-02-14T08:00:00Z,2024-02-14T14:00:00Z,104.02857501,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-14,2024-02-14T15:00:00Z,2024-02-14T21:00:00Z,101.47632043,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-15,2024-02-15T00:00:00Z,2024-02-15T06:00:00Z,103.88779461,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-15,2024-02-15T08:00:00Z,2024-02-15T14:00:00Z,103.33803597,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-15,2024-02-15T15:00:00Z,2024-02-15T21:00:00Z,101.72600107,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-16,2024-02-16T00:00:00Z,2024-02-16T06:00:00Z,103.00656839,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
SYN_B,BBB,合成市场B,合成指数B,cash_index,price,BBB,Etc/UTC,37.0,127.0,2024-02-16,2024-02-16T08:00:00Z,2024-02-16T14:00:00Z,102.51794152,GELA_SYNTHETIC_FIXTURE,SYN_B,2026-07-26T00:00:00Z
SYN_C,CCC,合成市场C,合成指数C,cash_index,price,CCC,Etc/UTC,51.0,10.0,2024-02-16,2024-02-16T15:00:00Z,2024-02-16T21:00:00Z,103.76686618,GELA_SYNTHETIC_FIXTURE,SYN_C,2026-07-26T00:00:00Z
SYN_A,AAA,合成市场A,合成指数A,cash_index,price,AAA,Etc/UTC,35.0,-95.0,2024-02-19,2024-02-19T00:00:00Z,2024-02-19T06:00:00Z,103.49631004,GELA_SYNTHETIC_FIXTURE,SYN_A,2026-07-26T00:00:00Z
