symbol,market,asset_class,tradability,currency,timezone,source,source_symbol,yahoo_symbol,notes
2020.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.2020,2020.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
2269.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.2269,2269.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
2318.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.2318,2318.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
2333.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.2333,2333.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
2382.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.2382,2382.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
3690.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.3690,3690.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
3988.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.3988,3988.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
6618.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.6618,6618.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
9618.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.9618,9618.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
9888.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.9888,9888.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
9988.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.9988,9988.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
9999.HK,HK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.9999,9999.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159869.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159869,159869.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159901.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159901,159901.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159915.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159915,159915.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159919.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159919,159919.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159920.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159920,159920.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159922.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159922,159922.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159928.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159928,159928.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159934.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159934,159934.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159949.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159949,159949.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
159995.SZ,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SZ.159995,159995.SZ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
510050.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.510050,510050.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
510180.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.510180,510180.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
510300.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.510300,510300.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
510500.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.510500,510500.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
510880.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.510880,510880.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
512100.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.512100,512100.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
512480.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.512480,512480.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
512660.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.512660,512660.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
512690.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.512690,512690.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
512760.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.512760,512760.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
512800.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.512800,512800.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
512880.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.512880,512880.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
513030.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.513030,513030.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
513050.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.513050,513050.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
513100.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.513100,513100.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
513180.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.513180,513180.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
513330.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.513330,513330.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
513500.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.513500,513500.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
515030.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.515030,515030.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
515050.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.515050,515050.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
515220.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.515220,515220.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
515700.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.515700,515700.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
515790.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.515790,515790.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
516160.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.516160,516160.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
588000.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.588000,588000.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
588080.SS,CN_ETF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.588080,588080.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
2800.HK,HK,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.2800,2800.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
2822.HK,HK,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,moomoo_opend,HK.2822,2822.HK,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
511010.SS,CN_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.511010,511010.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
511220.SS,CN_ETF,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.511220,511220.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
518880.SS,CN_ETF,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,moomoo_opend,SH.518880,518880.SS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
BAC,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.BAC,BAC,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
C,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.C,C,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
COIN,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.COIN,COIN,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ENPH,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ENPH,ENPH,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
FSLR,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.FSLR,FSLR,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
GS,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.GS,GS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MS,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MS,MS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
PYPL,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.PYPL,PYPL,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
SCHW,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SCHW,SCHW,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
SQ,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.SQ,SQ,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
WFC,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.WFC,WFC,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
ABNB,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.ABNB,ABNB,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AMAT,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AMAT,AMAT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AMD,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AMD,AMD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
AVGO,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.AVGO,AVGO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
BA,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.BA,BA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
BKNG,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.BKNG,BKNG,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
CAT,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.CAT,CAT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
CMCSA,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.CMCSA,CMCSA,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
COP,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.COP,COP,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
CSCO,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.CSCO,CSCO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
CVX,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.CVX,CVX,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
DE,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.DE,DE,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
DIS,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.DIS,DIS,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
GE,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.GE,GE,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
IBM,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.IBM,IBM,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
INTC,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.INTC,INTC,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
KO,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.KO,KO,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
LMT,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.LMT,LMT,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
LOW,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.LOW,LOW,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
MCD,US_STOCK,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,moomoo_opend,US.MCD,MCD,"Seed candidate for validation; confirm account permission, liquidity, fees, and data availability before final use."
