symbol,market,source,source_path,cache_path,metadata_path,asset_class,tradability,currency,timezone,quality_score,quality_grade,quality_warnings,gap_ratio,max_abs_daily_return,bars,start,end
512660.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/512660.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/512660.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.0016792611251049,0.1001100358159008,2383,2016-07-26,2026-06-04
512690.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/512690.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/512690.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.0023242300987797,1.0,1722,2019-04-04,2026-06-04
512760.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/512760.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/512760.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.0023571007660577,0.497861163244412,1698,2019-05-16,2026-06-04
512800.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/512800.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/512800.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.00185960018596,1.0355096196977982,2152,2017-07-18,2026-06-04
512880.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/512880.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/512880.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.0016792611251049,0.1339712836787646,2383,2016-07-26,2026-06-04
513050.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/513050.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/513050.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.0017559262510974,0.1005780479058717,2279,2017-01-04,2026-06-04
513100.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/513100.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/513100.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.001259842519685,0.8007992172677922,3176,2013-04-25,2026-06-04
513330.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/513330.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/513330.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.0023310023310023,0.1008174362581537,1288,2021-01-26,2026-06-04
513500.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/513500.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/513500.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.0013262599469496,0.5103297839325827,3017,2013-12-05,2026-06-04
515030.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/515030.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/515030.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.0019762845849802,0.1002506283136097,1519,2020-02-20,2026-06-04
515050.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/515050.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/515050.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.0030998140111593,2.0281809675999254,1614,2019-09-17,2026-06-04
515220.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/515220.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/515220.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.0026281208935611,1.0279501413700776,1523,2020-01-20,2026-06-04
515700.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/515700.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/515700.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.0026024723487312,0.1002415499798978,1538,2019-12-31,2026-06-04
515790.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/515790.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/515790.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.002269288956127,0.100671124294005,1323,2020-12-07,2026-06-04
516160.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/516160.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/516160.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,85.0,B,extreme_daily_return_gt_35pct,0.0023273855702094,2.21327962679098,1290,2021-01-22,2026-06-04
588000.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/588000.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/588000.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.002220577350111,0.1999999999999999,1352,2020-09-28,2026-06-04
588080.SS,CN_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/CN_ETF/588080.SS.csv,data_cache_seed_yahoo_220_public/CN_ETF/588080.SS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,CNY,Asia/Shanghai,100.0,A,,0.0022156573116691,0.2002189002206384,1355,2020-09-28,2026-06-04
2800.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/2800.HK.csv,data_cache_seed_yahoo_220_public/HK/2800.HK.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.1381407274537236,4537,2008-01-02,2026-06-04
2822.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/2822.HK.csv,data_cache_seed_yahoo_220_public/HK/2822.HK.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2936703084385013,3383,2012-08-28,2026-06-04
0005.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0005.HK.csv,data_cache_seed_yahoo_220_public/HK/0005.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2413791400601717,6585,2000-01-03,2026-06-04
0175.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0175.HK.csv,data_cache_seed_yahoo_220_public/HK/0175.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2608692650404314,5097,2005-09-29,2026-06-04
0388.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0388.HK.csv,data_cache_seed_yahoo_220_public/HK/0388.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.3374229089882512,6459,2000-06-27,2026-06-04
0700.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0700.HK.csv,data_cache_seed_yahoo_220_public/HK/0700.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2315439102505421,5423,2004-06-16,2026-06-04
0762.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0762.HK.csv,data_cache_seed_yahoo_220_public/HK/0762.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2560174601346923,6462,2000-06-22,2026-06-04
0857.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0857.HK.csv,data_cache_seed_yahoo_220_public/HK/0857.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.3017240401369763,6516,2000-04-07,2026-06-04
0883.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0883.HK.csv,data_cache_seed_yahoo_220_public/HK/0883.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2235532214625628,5488,2004-03-17,2026-06-04
0939.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0939.HK.csv,data_cache_seed_yahoo_220_public/HK/0939.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2328242278215142,5078,2005-10-27,2026-06-04
0941.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/0941.HK.csv,data_cache_seed_yahoo_220_public/HK/0941.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.1475406148112616,6584,2000-01-04,2026-06-04
1024.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/1024.HK.csv,data_cache_seed_yahoo_220_public/HK/1024.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.3463934862993127,1306,2021-02-05,2026-06-04
1211.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/1211.HK.csv,data_cache_seed_yahoo_220_public/HK/1211.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,85.0,B,extreme_daily_return_gt_35pct,0.0,0.4166664094272378,5913,2002-07-31,2026-06-04
1299.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/1299.HK.csv,data_cache_seed_yahoo_220_public/HK/1299.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.1148366357277347,3840,2010-10-29,2026-06-04
1398.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/1398.HK.csv,data_cache_seed_yahoo_220_public/HK/1398.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.1642857051224562,4829,2006-10-27,2026-06-04
1810.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/1810.HK.csv,data_cache_seed_yahoo_220_public/HK/1810.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2058823627186906,1945,2018-07-09,2026-06-04
2020.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/2020.HK.csv,data_cache_seed_yahoo_220_public/HK/2020.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2072730432355729,4660,2007-07-10,2026-06-04
2269.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/2269.HK.csv,data_cache_seed_yahoo_220_public/HK/2269.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2643863015681629,2210,2017-06-13,2026-06-04
2318.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/2318.HK.csv,data_cache_seed_yahoo_220_public/HK/2318.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.1892919984318248,5417,2004-06-24,2026-06-04
2333.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/2333.HK.csv,data_cache_seed_yahoo_220_public/HK/2333.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,85.0,B,extreme_daily_return_gt_35pct,0.0,0.3740516151772042,5555,2003-12-15,2026-06-04
2382.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/2382.HK.csv,data_cache_seed_yahoo_220_public/HK/2382.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2411230812417918,4675,2007-06-15,2026-06-04
3690.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/3690.HK.csv,data_cache_seed_yahoo_220_public/HK/3690.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.320754716981132,1892,2018-09-20,2026-06-04
3988.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/3988.HK.csv,data_cache_seed_yahoo_220_public/HK/3988.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2222219284632203,4934,2006-06-01,2026-06-04
6618.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/6618.HK.csv,data_cache_seed_yahoo_220_public/HK/6618.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.3296702658364878,1347,2020-12-08,2026-06-04
9618.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/9618.HK.csv,data_cache_seed_yahoo_220_public/HK/9618.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,85.0,B,extreme_daily_return_gt_35pct,0.0,0.3563929186697452,1464,2020-06-18,2026-06-04
9888.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/9888.HK.csv,data_cache_seed_yahoo_220_public/HK/9888.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2412746761414714,1276,2021-03-23,2026-06-04
9988.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/9988.HK.csv,data_cache_seed_yahoo_220_public/HK/9988.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2729824000920915,1602,2019-11-26,2026-06-04
9999.HK,HK,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/HK/9999.HK.csv,data_cache_seed_yahoo_220_public/HK/9999.HK.metadata.json,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,HKD,Asia/Hong_Kong,100.0,A,,0.0,0.2459825765159652,1469,2020-06-11,2026-06-04
AGG,US_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/US_ETF/AGG.csv,data_cache_seed_yahoo_220_public/US_ETF/AGG.metadata.json,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.0683948918911255,5707,2003-09-29,2026-06-04
BIL,US_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/US_ETF/BIL.csv,data_cache_seed_yahoo_220_public/US_ETF/BIL.metadata.json,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.0043506617657405,4785,2007-05-30,2026-06-04
BND,US_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/US_ETF/BND.csv,data_cache_seed_yahoo_220_public/US_ETF/BND.metadata.json,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.0543847037015629,4820,2007-04-10,2026-06-04
HYG,US_ETF,yahoo,config/tradable_universe_seed_220_yahoo.csv,data_cache_seed_yahoo_220_public/US_ETF/HYG.csv,data_cache_seed_yahoo_220_public/US_ETF/HYG.metadata.json,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1226883414609969,4819,2007-04-11,2026-06-04
