parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash
PARAM-011,MOD-001,FORM-003,S_SOURCE_PARTIAL,Partial source score,score_component,float,points,7.5,7.5,7.5,NOT_APPLICABLE,,,,0,100,official_source_count >= 1 and no conflict,EXTRACTED from scoring code,NOT_APPLICABLE deterministic point allocation,medium impact on Watch vs Review,Serenity-Alipay/app/core/scoring.py:112,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:108,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:159:1,7.5,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:797bab9dc2926ba8b0ec7501f33e42164f33b0f4f88d94a4091ed74cc7dae8f2
PARAM-012,MOD-001,FORM-006,BENCHMARK_WIN_DENOM,Benchmark win denominator,normalization,int,wins,8,8,8,NOT_APPLICABLE,,,,1,8,15*(wins/8),EXTRACTED from WINDOWS length times 2 benchmarks,NOT_APPLICABLE derived from 4 windows times 2 benchmarks,affects return score normalization,Serenity-Alipay/app/core/metrics.py:20,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:70,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_tuple_len:Serenity-Alipay/app/core/metrics.py::WINDOWS|multiply=2,8,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:fc1147b9203546f5dc9275be6091e36926ab3f761315fa21086e840903062b12
PARAM-013,MOD-001,FORM-006,S_RETURN_CAP,Return score maximum,score_component,float,points,15.0,15.0,15.0,15.0,WG-SCORE-POINTS,100.0,0.0001,0,100,15*(benchmark_wins/8),EXTRACTED from scoring code,NOT_APPLICABLE deterministic point allocation,medium impact on grade,Serenity-Alipay/app/core/scoring.py:165,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:70,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:165:2,15,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:d6e8721cc3242eb3deec5ac22de796e56384b4c1941fda4521c1c3eb637fc336
PARAM-014,MOD-001,FORM-003,S_RISK_CAP,Risk score maximum,score_component,float,points,20.0,20.0,20.0,20.0,WG-SCORE-POINTS,100.0,0.0001,0,100,20-20*max_drawdown,EXTRACTED from scoring code,NOT_APPLICABLE deterministic point allocation,high impact on risk-sensitive score,Serenity-Alipay/app/core/scoring.py:123,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:70,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:170:2,20,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:89cb2e224203a73a155499fc2a6499c3b026d6369d354e9d869615b09dae7ac9
PARAM-015,MOD-001,FORM-005,MDD_BLOCK,Maximum drawdown block threshold,risk_gate,float,ratio,0.40,0.40,0.40,NOT_APPLICABLE,,,,0,1,max_drawdown >= 0.40,EXTRACTED from Settings default,NOT_APPLICABLE deterministic hard gate,critical fail-closed threshold,Serenity-Alipay/app/config.py:33,Serenity-Alipay/app/config.py:33,Serenity-Alipay/tests/test_scoring.py:70,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.max_drawdown_block,0.4,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:148d44e08e09bfafcf15b047f50f34dd7e2ef4f50534cd8cc1c5ce66f9e09eb5
PARAM-016,MOD-001,FORM-005,RECOVERY_BLOCK_DAYS,Recovery time block threshold,risk_gate,int,days,365,365,365,NOT_APPLICABLE,,,,0,UNBOUNDED,recovery_time_days >= 365,EXTRACTED from Settings default,NOT_APPLICABLE deterministic hard gate,critical fail-closed threshold,Serenity-Alipay/app/config.py:34,Serenity-Alipay/app/config.py:34,Serenity-Alipay/tests/test_scoring.py:89,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.recovery_time_block_days,365,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:279865a250d77e99f3fe6db9d40ea3a9f7c0e83b535b069293b5ea872d005d7f
PARAM-017,MOD-001,FORM-003,S_RECOVERY_RISK_CAP,Recovery risk score cap,risk_gate,float,points,5.0,5.0,5.0,NOT_APPLICABLE,,,,0,20,min(risk_score;5),EXTRACTED from scoring code,NOT_APPLICABLE deterministic cap,limits risk score after long recovery,Serenity-Alipay/app/core/scoring.py:124,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:89,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:172:1,5,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:2c3faab4d301d909d23baf19917c1ca945badb01782276aa36ac0fe0c468259e
PARAM-018,MOD-001,FORM-003,S_EXECUTABLE_CAP,Executable score maximum,score_component,float,points,10.0,10.0,10.0,10.0,WG-SCORE-POINTS,100.0,0.0001,0,100,_execution_score open/open maximum,EXTRACTED from scoring code,NOT_APPLICABLE deterministic point allocation,medium impact and action cap,Serenity-Alipay/app/core/scoring.py:110,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:126,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:110:4,10,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:c513877e5c4e9cbfe6359fc41a540742a417bc6d7455efd096bbeb50d4d23a9d
PARAM-019,MOD-001,FORM-004,TH_ACTION_READY,Action-Ready grade threshold,grade_threshold,float,points,85.0,85.0,85.0,NOT_APPLICABLE,,,,0,100,score >= 85,EXTRACTED from scoring code,NOT_APPLICABLE deterministic threshold,high impact on action label,Serenity-Alipay/app/core/scoring.py:45,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:126,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:57:1,85,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:cf9799885280a24d37d40e129ba42cd6318bb3c93636c1f33eea233f02849a7c
PARAM-020,MOD-001,FORM-004,TH_WATCH,Watch grade threshold,grade_threshold,float,points,70.0,70.0,70.0,NOT_APPLICABLE,,,,0,100,score >= 70,EXTRACTED from scoring code,NOT_APPLICABLE deterministic threshold,medium impact on grade,Serenity-Alipay/app/core/scoring.py:47,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:62,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:59:1,70,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:2e426fbf2b6b2c6d6b51bc1e49b74a779b6346363f0f30aa07bbd6225d13fb73
PARAM-021,MOD-001,FORM-004,TH_MANUAL_REVIEW,Manual Review grade threshold,grade_threshold,float,points,55.0,55.0,55.0,NOT_APPLICABLE,,,,0,100,score >= 55,EXTRACTED from scoring code,NOT_APPLICABLE deterministic threshold,medium impact on review,Serenity-Alipay/app/core/scoring.py:49,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:85,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:61:1,55,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:40ca666d9c54b89d38549d041b90f73ad8213a16411dd5a303a941672d6755e7
PARAM-022,MOD-001,FORM-005,CONSERVATIVE_KEYWORDS,Conservative exclusion keywords,gate_terms,string,keywords,bond|money|cash|yuebao|conservative|fixed income,bond|money|cash|yuebao|conservative|fixed income,bond|money|cash|yuebao|conservative|fixed income,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,substring in candidate text,EXTRACTED from scoring code,NOT_APPLICABLE deterministic keyword list,critical for conservative exclusion,Serenity-Alipay/app/core/scoring.py:10,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:70,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_tuple:Serenity-Alipay/app/core/scoring.py::CONSERVATIVE_KEYWORDS|join=pipe,bond|money|cash|yuebao|conservative|fixed income,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:ecee0b30e845e9c9df2ab61690ee5c8d508c5b4438fb1e741b99b6e7caef6949
PARAM-023,MOD-001,FORM-003,EVIDENCE_COVERAGE_CAP,Evidence coverage cap,normalization,float,ratio,1.0,1.0,1.0,NOT_APPLICABLE,,,,0,1,min(1;official_sources/min_required),EXTRACTED from scoring code,NOT_APPLICABLE deterministic normalization,affects reporting confidence,Serenity-Alipay/app/core/scoring.py:204,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:126,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:264:1,1,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:627d14394a1d5d67de64a4b2af3e48fc6d8ebe45b5ff5747e7984cf27b4ef171
PARAM-024,MOD-001,FORM-005,FALLBACK_EVIDENCE_CAP,Aggregated fallback evidence cap,normalization,float,ratio,0.5,0.5,0.5,NOT_APPLICABLE,,,,0,1,min(evidence_coverage;0.5),EXTRACTED from scoring code,NOT_APPLICABLE deterministic cap,prevents fallback from full confidence,Serenity-Alipay/app/core/scoring.py:205,NOT_APPLICABLE,Serenity-Alipay/tests/test_scoring.py:108,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/scoring.py:266:1,0.5,dfade5116e51289615879c4db80e65ff7d54b27e,2026-06-24T03:39:27Z,sha256:b8f1b494d03b5703e1342d5b47fd90646bafe41bae4b81e1df5faa5a9bbbc9bd
PARAM-025,MOD-001,FORM-005,FALLBACK_AGG_ENABLED,Fallback aggregated enabled,config,bool,flag,true,true,true,NOT_APPLICABLE,,,,false,true,environment SERENITY_FALLBACK_AGGREGATED,EXTRACTED from Settings default,NOT_APPLICABLE runtime config default,changes fallback handling in intake promoter,Serenity-Alipay/app/config.py:30,Serenity-Alipay/app/config.py:55,Serenity-Alipay/tests/test_intake_promoter.py:75,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.fallback_aggregated_enabled,true,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:79facd6748819ef7cedf537a620e90725ddb824bee5c9b0aef135e70c54c6cf2
PARAM-026,MOD-002,FORM-007,TOP_LIMIT,Recommendation TopN limit,ranking,int,items,5,5,5,NOT_APPLICABLE,,,,1,UNBOUNDED,sorted(... )[:limit],EXTRACTED from pipeline default,NOT_APPLICABLE deterministic limit,controls Top5 selection size,Serenity-Alipay/app/core/pipeline.py:191,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:62,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_default:Serenity-Alipay/app/core/pipeline.py::_ranked_recommendation_rows.limit,5,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:305c60b06467f4ad0139de76e41b663ee7cfe40b156adc6d4c7ff5c1bea66fd1
PARAM-027,MOD-002,FORM-007,DEFAULT_PRIORITY,Missing candidate priority default,ranking,int,ordinal,1000000,1000000,1000000,NOT_APPLICABLE,,,,0,UNBOUNDED,row.get(candidate_index;1000000),EXTRACTED from pipeline code,NOT_APPLICABLE deterministic fallback,affects missing-priority tie-breaks,Serenity-Alipay/app/core/pipeline.py:207,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:100,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/pipeline.py:207:2,1000000,4319f9b7999e65ec955ead5f3394fa103fcef508,2026-06-24T13:20:00Z,sha256:26b30604f7f3e70543a70b99241b7f2cc3e41e05f8114969a8424fa3cb9ae6dd
PARAM-028,MOD-002,FORM-008,CONF_MULT_MIN,Confidence multiplier base,allocation,float,multiplier,0.85,0.85,0.85,NOT_APPLICABLE,,,,0,1,0.85+0.15*confidence,EXTRACTED from pipeline code,NOT_APPLICABLE deterministic modifier,affects target weights,Serenity-Alipay/app/core/pipeline.py:212,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:85,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/pipeline.py:212:1,0.85,4319f9b7999e65ec955ead5f3394fa103fcef508,2026-06-24T13:20:00Z,sha256:90ca75f7eb79051fe0b77094e14b2929ae32afac33da1e4eaec6453e4cfbb515
PARAM-029,MOD-002,FORM-008,CONF_MULT_VAR,Confidence multiplier variable coefficient,allocation,float,multiplier,0.15,0.15,0.15,NOT_APPLICABLE,,,,0,1,0.85+0.15*confidence,EXTRACTED from pipeline code,NOT_APPLICABLE deterministic modifier,affects score influence on weights,Serenity-Alipay/app/core/pipeline.py:212,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:85,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/pipeline.py:212:2,0.15,4319f9b7999e65ec955ead5f3394fa103fcef508,2026-06-24T13:20:00Z,sha256:e01f33bc27399a7333d4367bb828e3de280e3b152a4e754602b53632a7263012
PARAM-030,MOD-002,FORM-008,SCORE_DENOM,Score denominator for confidence,allocation,float,points,100.0,100.0,100.0,NOT_APPLICABLE,,,,1,UNBOUNDED,score/100,EXTRACTED from pipeline code,NOT_APPLICABLE deterministic normalization,affects confidence clamp,Serenity-Alipay/app/core/pipeline.py:211,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:85,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/pipeline.py:211:3,100,4319f9b7999e65ec955ead5f3394fa103fcef508,2026-06-24T13:20:00Z,sha256:6f6e1f23ab35bb41824450fe8abe9eea2338467bd7d05c002378803b68071150
PARAM-031,MOD-002,FORM-008,SERENITY_DECAY,Serenity priority exponential decay,allocation,float,ratio,0.82,0.82,0.82,NOT_APPLICABLE,,,,0,1,0.82**index,EXTRACTED from pipeline code,NOT_APPLICABLE deterministic allocation,high impact on Top5 weights,Serenity-Alipay/app/core/pipeline.py:233,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:85,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/pipeline.py:233:1,0.82,4319f9b7999e65ec955ead5f3394fa103fcef508,2026-06-24T13:20:00Z,sha256:02c3b700ad4d100e88901866795ce0cfc176bd053f00e6542dd300b0f3b25d9d
PARAM-032,MOD-002,FORM-008,TARGET_WEIGHT_CAP,Per-asset target weight cap,allocation,float,portfolio weight,0.30,0.30,0.30,NOT_APPLICABLE,,,,0,1,min(weight;0.30),EXTRACTED from pipeline code,NOT_APPLICABLE deterministic cap,critical concentration control,Serenity-Alipay/app/core/pipeline.py:239,NOT_APPLICABLE,Serenity-Alipay/tests/test_pipeline_serenity_priority.py:85,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/pipeline.py:239:1,0.3,4319f9b7999e65ec955ead5f3394fa103fcef508,2026-06-24T13:20:00Z,sha256:ea233a206da31634fe9dda2e1713ec3f0c0fafe004f2eaeb0bc1a4f70e6eee6f
PARAM-033,MOD-002,FORM-009,DEVIATION_THRESHOLD,Target-current deviation threshold,discipline,float,portfolio weight,0.01,0.01,0.01,NOT_APPLICABLE,,,,0,1,abs(deviation)<=0.01 maintain,EXTRACTED from Settings default,NOT_APPLICABLE deterministic threshold,controls Increase Reduce Maintain,Serenity-Alipay/app/config.py:35,Serenity-Alipay/app/config.py:35,Serenity-Alipay/tests/test_discipline.py:5,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.deviation_threshold,0.01,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:73524a4b4a2322e0cb74501ae6ad62548ece77ee594ee3d05493d4c2df56eda1
PARAM-034,MOD-004,FORM-010,TOP5_CHANGE_RATE_THRESHOLD,Top5 change rate alert threshold,discipline,float,ratio,0.20,0.20,0.20,NOT_APPLICABLE,,,,0,1,change_rate > 0.20,EXTRACTED from Settings default,NOT_APPLICABLE deterministic threshold,controls rebalance alert sensitivity,Serenity-Alipay/app/config.py:36,Serenity-Alipay/app/config.py:36,Serenity-Alipay/tests/test_comparison.py:44,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_attr:Serenity-Alipay/app/config.py::Settings.top5_change_rate_threshold,0.2,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:cc298c70d07ef6f641a0b03aab58b50027123e6dc2dc0ea825f97c04d0598e9c
PARAM-035,MOD-004,FORM-010,NEW_ASSET_ALERT_MIN,New Top5 asset alert minimum,discipline,int,assets,1,1,1,NOT_APPLICABLE,,,,1,5,len(new_assets)>=1,EXTRACTED from comparison code,NOT_APPLICABLE deterministic threshold,alerts on any new Top5 asset,Serenity-Alipay/app/core/comparison.py:211,NOT_APPLICABLE,Serenity-Alipay/tests/test_comparison.py:44,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/comparison.py:211:1,1,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:b5bdc8e39830921293f855fa0ddeb20999e6ec16c800f361985d505c737f2baf
PARAM-036,MOD-004,FORM-010,REPLACEMENT_ALERT_MIN,Replacement alert minimum,discipline,int,assets,2,2,2,NOT_APPLICABLE,,,,1,5,replacement_count>=2,EXTRACTED from comparison code,NOT_APPLICABLE deterministic threshold,alerts on replacement churn,Serenity-Alipay/app/core/comparison.py:218,NOT_APPLICABLE,Serenity-Alipay/tests/test_comparison.py:44,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/comparison.py:218:1,2,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:f63e6f7a1d5833d7be1cd02fd5fc471b4cee4e037fcb89fd6c5a35f79090fa82
PARAM-037,MOD-004,FORM-010,KEY_FIELD_SIGMA_THRESHOLD,Key field sigma alert threshold,discipline,float,standard deviations,1.0,1.0,1.0,NOT_APPLICABLE,,,,0,UNBOUNDED,max_sigma > 1.0,EXTRACTED from comparison code,NOT_APPLICABLE deterministic threshold,alerts on score distribution change,Serenity-Alipay/app/core/comparison.py:225,NOT_APPLICABLE,Serenity-Alipay/tests/test_comparison.py:44,active,EXTRACTED,,serenity-parameters-v1,2026-06-21,python_ast_literal:Serenity-Alipay/app/core/comparison.py:225:1,1,ef0ee041325f3c2cfb19e0e9f81c99e95a43c96b,2026-06-21T08:57:39Z,sha256:ffefb21b833268354b40c2aa7749226962e46d678cb2b364138505bd3e2f6a63
