parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated
PARAM-PFI-010,MOD-PFI-001,FORM-PFI-001,stage4_low_confidence_review_threshold,Stage 4 low-confidence review threshold,analysis,float,confidence,0.70,0.70,0.70,,,,,0.00,1.00,confidence below threshold enters review,PFI Stage 4 classifier rule,manual contract extraction,high,PFI/src/pfi_v02/stage4_analysis_mvp.py,NOT_APPLICABLE,PFI/tests/test_stage4_analysis_mvp.py,active,EXTRACTED,,pfi-v0.2-stage4-analysis-mvp,2026-06-27
PARAM-PFI-011,MOD-PFI-001,FORM-PFI-001,stage4_cashflow_horizon_count,Stage 4 cashflow horizon count,analysis,integer,count,3,3,3,,,,,3,3,30 90 180 day forecast horizons,PFI Stage 4 cashflow forecast,manual contract extraction,medium,PFI/src/pfi_v02/stage4_analysis_mvp.py,NOT_APPLICABLE,PFI/tests/test_stage4_analysis_mvp.py,active,EXTRACTED,,pfi-v0.2-stage4-analysis-mvp,2026-06-27
PARAM-PFI-012,MOD-PFI-001,FORM-PFI-001,stage4_monthly_budget_fixture,Stage 4 monthly budget fixture,analysis,float,AUD,3600.00,3600.00,3600.00,,,,,0.00,100000.00,fixture budget minus month spend,PFI Stage 4 consumption summary,manual contract extraction,medium,PFI/src/pfi_v02/stage4_analysis_mvp.py,NOT_APPLICABLE,PFI/tests/test_stage4_analysis_mvp.py,active,EXTRACTED,,pfi-v0.2-stage4-analysis-mvp,2026-06-27
PARAM-PFI-013,MOD-PFI-001,FORM-PFI-001,stage5_recommendation_count,Stage 5 recommendation count,advice,integer,count,8,8,8,,,,,8,8,read from Stage 5 delivery model,PFI Stage 5 recommendation model,manual contract extraction,medium,PFI/src/pfi_v02/stage5_advice_report_alpha.py,NOT_APPLICABLE,PFI/tests/test_stage5_advice_report_alpha.py,active,EXTRACTED,,pfi-v0.2-stage5-advice-report-alpha-export,2026-06-27
PARAM-PFI-014,MOD-PFI-001,FORM-PFI-001,stage5_homepage_top_n,Stage 5 homepage Top N recommendation count,advice,integer,count,3,3,3,,,,,1,5,rank_top_recommendations top_n,PFI Stage 5 Top N ranking,manual contract extraction,medium,PFI/src/pfi_v02/stage5_advice_report_alpha.py,NOT_APPLICABLE,PFI/tests/test_stage5_advice_report_alpha.py,active,EXTRACTED,,pfi-v0.2-stage5-advice-report-alpha-export,2026-06-27
PARAM-PFI-015,MOD-PFI-001,FORM-PFI-001,stage5_export_format_count,Stage 5 export format count,reports,integer,count,3,3,3,,,,,3,3,markdown json csv,PFI Stage 5 export center,manual contract extraction,medium,PFI/src/pfi_v02/stage5_advice_report_alpha.py,NOT_APPLICABLE,PFI/tests/test_stage5_advice_report_alpha.py,active,EXTRACTED,,pfi-v0.2-stage5-advice-report-alpha-export,2026-06-27
PARAM-PFI-016,MOD-PFI-001,FORM-PFI-001,stage5_alpha_context_schema,Stage 5 Alpha context schema,context,string,schema,pfi_context_snapshot_v1,pfi_context_snapshot_v1,pfi_context_snapshot_v1,,,,,NOT_APPLICABLE,NOT_APPLICABLE,constant ALPHA_CONTEXT_SCHEMA,PFI Stage 5 Alpha context export,manual contract extraction,high,PFI/src/pfi_v02/stage5_advice_report_alpha.py,NOT_APPLICABLE,PFI/tests/test_stage5_advice_report_alpha.py,active,EXTRACTED,,pfi-v0.2-stage5-advice-report-alpha-export,2026-06-27
PARAM-PFI-017,MOD-PFI-001,FORM-PFI-001,stage5_live_trade_submission_authorized,Stage 5 live trade submission authorization flag,safety,boolean,flag,false,false,false,,,,,false,false,alpha context constraint stays false,PFI Stage 5 safety boundary,manual contract extraction,high,PFI/src/pfi_v02/stage5_advice_report_alpha.py,NOT_APPLICABLE,PFI/tests/test_stage5_advice_report_alpha.py,active,EXTRACTED,,pfi-v0.2-stage5-advice-report-alpha-export,2026-06-27
PARAM-PFI-018,MOD-PFI-001,FORM-PFI-001,stage6_total_gate_count,Stage 6 total acceptance gate count,e2e,integer,count,20,20,20,,,,,20,20,constant STAGE6_TOTAL_GATE_COUNT,PFI Stage 6 total gate audit,manual contract extraction,high,PFI/src/pfi_v02/stage6_e2e_stabilization.py,NOT_APPLICABLE,PFI/tests/test_stage6_e2e_stabilization.py,active,EXTRACTED,,pfi-v0.2-stage6-e2e-stabilization,2026-06-27
PARAM-PFI-019,MOD-PFI-001,FORM-PFI-001,stage6_e2e_core_source_count,Stage 6 E2E core source count,e2e,integer,count,7,7,7,,,,,7,7,source fixture matrix required sources,PFI Stage 6 synthetic E2E,manual contract extraction,high,PFI/src/pfi_v02/stage6_e2e_stabilization.py,NOT_APPLICABLE,PFI/tests/test_stage6_e2e_stabilization.py,active,EXTRACTED,,pfi-v0.2-stage6-e2e-stabilization,2026-06-27
PARAM-PFI-020,MOD-PFI-001,FORM-PFI-001,stage6_e2e_loop_count,Stage 6 E2E loop count,e2e,integer,count,4,4,4,,,,,4,4,source homepage ledger recommendation loops,PFI Stage 6 synthetic E2E,manual contract extraction,high,PFI/src/pfi_v02/stage6_e2e_stabilization.py,NOT_APPLICABLE,PFI/tests/test_stage6_e2e_stabilization.py,active,EXTRACTED,,pfi-v0.2-stage6-e2e-stabilization,2026-06-27
PARAM-PFI-021,MOD-PFI-001,FORM-PFI-001,stage6_regression_gate_count,Stage 6 regression gate count,governance,integer,count,4,4,4,,,,,4,4,existing smoke focused tests changed governance no broad refactor,PFI Stage 6 regression gate,manual contract extraction,high,PFI/src/pfi_v02/stage6_e2e_stabilization.py,NOT_APPLICABLE,PFI/tests/test_stage6_e2e_stabilization.py,active,EXTRACTED,,pfi-v0.2-stage6-e2e-stabilization,2026-06-27
PARAM-PFI-022,MOD-PFI-001,FORM-PFI-001,stage6_rollback_step_count,Stage 6 rollback step count,delivery,integer,count,8,8,8,,,,,6,20,rollback plan item count,PFI Stage 6 delivery rollback gate,manual contract extraction,high,PFI/src/pfi_v02/stage6_e2e_stabilization.py,NOT_APPLICABLE,PFI/tests/test_stage6_e2e_stabilization.py,active,EXTRACTED,,pfi-v0.2-stage6-e2e-stabilization,2026-06-27
PARAM-PFI-024,MOD-PFI-002,FORM-PFI-002,fx_business_timezone,FX business timezone,temporal,string,IANA timezone,Australia/Sydney,Australia/Sydney,Australia/Sydney,,,,,,,identity,PFI/config/pfi_parameters.yaml and v0.2.5 Phase 2.2 policy,contract extraction,high,PFI/src/pfi_v02/stage_v025_fx_policy.py,PFI/config/sources/v025_phase_2_2_fx_policy.json,PFI/tests/test_v025_stage2_fx_policy.py; PFI/tests/test_v025_stage2_temporal_truth.py,active,EXTRACTED,,pfi-v0.2.5-fx-effective-day-v1,2026-07-14
PARAM-PFI-025,MOD-PFI-002,FORM-PFI-002,fx_effective_cutoff_local,FX effective local cutoff,temporal,string,local time,06:00:00,06:00:00,06:00:00,,,,,,,identity,PFI/config/pfi_parameters.yaml and v0.2.5 Phase 2.2 policy,contract extraction,high,PFI/src/pfi_v02/stage_v025_fx_policy.py,PFI/config/sources/v025_phase_2_2_fx_policy.json,PFI/tests/test_v025_stage2_fx_policy.py,active,EXTRACTED,,pfi-v0.2.5-fx-effective-day-v1,2026-07-14
PARAM-PFI-026,MOD-PFI-002,FORM-PFI-002,fx_pair_direction,FX pair direction,financial,string,pair direction,AUD_TO_CNY,AUD_TO_CNY,AUD_TO_CNY,,,,,,,identity,PFI/config/pfi_parameters.yaml and v0.2.5 Phase 2.2 policy,contract extraction,high,PFI/src/pfi_v02/stage_v025_fx_policy.py,PFI/config/sources/v025_phase_2_2_fx_policy.json,PFI/tests/test_v025_stage2_fx_policy.py,active,EXTRACTED,,pfi-v0.2.5-fx-effective-day-v1,2026-07-14
PARAM-PFI-027,MOD-PFI-002,FORM-PFI-002,fx_ordinary_runtime_network_allowed,Ordinary runtime FX network permission,safety,boolean,policy,false,false,false,,,,,,,identity,PFI/config/pfi_parameters.yaml and v0.2.5 Phase 2.2 policy,contract extraction,high,PFI/src/pfi_v02/stage_v025_fx_policy.py,PFI/config/sources/v025_phase_2_2_fx_policy.json,PFI/tests/test_v025_stage2_fx_policy.py,active,EXTRACTED,,pfi-v0.2.5-fx-effective-day-v1,2026-07-14
PARAM-PFI-028,MOD-PFI-003,FORM-PFI-003,source_type_extension_policy,Source type extension policy,source_account,string,policy,lowercase_namespaced_token,lowercase_namespaced_token,lowercase_namespaced_token,,,,,,,identity,PFI v0.2.5 Phase 3.1 source-account policy,contract extraction,high,PFI/src/pfi_os/domain/source_accounts.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-029,MOD-PFI-003,FORM-PFI-003,capability_extension_policy,Source capability extension policy,source_account,string,policy,lowercase_namespaced_token,lowercase_namespaced_token,lowercase_namespaced_token,,,,,,,identity,PFI v0.2.5 Phase 3.1 source-account policy,contract extraction,high,PFI/src/pfi_os/domain/source_accounts.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-030,MOD-PFI-003,FORM-PFI-003,role_registry_count,Explicit publishable account-role count,source_account,integer,count,10,10,10,,,,,1,100,identity,PFI v0.2.5 Phase 3.1 explicit role registry,contract extraction,high,PFI/src/pfi_os/application/source_account_roles.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-031,MOD-PFI-003,FORM-PFI-003,multiple_roles_per_account,Allow multiple roles per account,source_account,boolean,policy,true,true,true,,,,,false,true,identity,PFI v0.2.5 Phase 3.1 account-role policy,contract extraction,high,PFI/src/pfi_os/domain/source_accounts.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-032,MOD-PFI-003,FORM-PFI-003,overlapping_role_periods_allowed,Allow overlapping role effective periods,source_account,boolean,policy,true,true,true,,,,,false,true,identity,PFI v0.2.5 Phase 3.1 account-role policy,contract extraction,high,PFI/src/pfi_os/domain/source_accounts.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-033,MOD-PFI-003,FORM-PFI-003,unknown_role_policy,Unknown account-role routing policy,source_account,string,policy,review_queue,review_queue,review_queue,,,,,,,identity,PFI v0.2.5 Phase 3.1 fail-closed role policy,contract extraction,high,PFI/src/pfi_os/application/source_account_roles.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,S3-P1-T4,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-034,MOD-PFI-003,FORM-PFI-003,unknown_role_publish_allowed,Unknown role publication permission,safety,boolean,policy,false,false,false,,,,,false,true,identity,PFI v0.2.5 Phase 3.1 fail-closed role policy,contract extraction,high,PFI/src/pfi_os/application/source_account_roles.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,S3-P1-T4,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-035,MOD-PFI-003,FORM-PFI-003,source_name_classification,Source-name role classification permission,safety,boolean,policy,false,false,false,,,,,false,true,identity,PFI v0.2.5 Phase 3.1 no-name-hardcoding policy,contract extraction,high,PFI/src/pfi_os/application/source_account_roles.py,PFI/config/sources/v025_phase_3_1_source_account_policy.json,PFI/tests/test_v025_stage3_source_profiles.py,active,EXTRACTED,,pfi-v0.2.5-source-account-role-routing-v1,2026-07-14
PARAM-PFI-036,MOD-PFI-004,FORM-PFI-004,normalization_version,Normalized transaction identity version,event_lineage,string,version,1,1,1,,,,,,,identity,PFI v0.2.5 Phase 3.2 normalized identity contract,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/schemas/v025/normalized_transaction.schema.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-037,MOD-PFI-004,FORM-PFI-004,amount_decimal_places_max,Maximum canonical decimal places,event_lineage,integer,decimal places,6,6,6,,,,,1,6,identity,PFI v0.2.5 Phase 3.2 normalized amount schema,contract extraction,high,PFI/src/pfi_os/domain/economic_events.py,PFI/config/schemas/v025/normalized_transaction.schema.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-038,MOD-PFI-004,FORM-PFI-004,normalized_direction_set,Allowed normalized directions,event_lineage,string,enum,inflow|outflow|neutral,inflow|outflow|neutral,inflow|outflow|neutral,,,,,,,identity,PFI v0.2.5 Phase 3.2 explicit direction contract,contract extraction,high,PFI/src/pfi_os/domain/economic_events.py,PFI/config/schemas/v025/normalized_transaction.schema.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-039,MOD-PFI-004,FORM-PFI-004,grouping_rule_set,Allowed Interconnection grouping rules,event_lineage,string,enum,explicit_link_reference_exact|singleton_normalized_transaction,explicit_link_reference_exact|singleton_normalized_transaction,explicit_link_reference_exact|singleton_normalized_transaction,,,,,,,identity,PFI v0.2.5 Phase 3.2 grouping policy,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/event_types/v025_phase_3_2_event_policy.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-040,MOD-PFI-004,FORM-PFI-004,source_name_inference,Source-name grouping or event inference permission,safety,boolean,policy,false,false,false,,,,,false,true,identity,PFI v0.2.5 Phase 3.2 no-name-inference policy,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/event_types/v025_phase_3_2_event_policy.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-041,MOD-PFI-004,FORM-PFI-004,amount_time_heuristic_grouping,Amount/time heuristic grouping permission,safety,boolean,policy,false,false,false,,,,,false,true,identity,PFI v0.2.5 Phase 3.2 explicit-link-only policy,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/event_types/v025_phase_3_2_event_policy.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-042,MOD-PFI-004,FORM-PFI-004,event_time_strategy,Economic event time strategy,event_lineage,string,policy,earliest_transaction_time,earliest_transaction_time,earliest_transaction_time,,,,,,,identity,PFI v0.2.5 Phase 3.2 temporal policy,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/event_types/v025_phase_3_2_event_policy.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-043,MOD-PFI-004,FORM-PFI-004,event_type_count,Registered Economic Event type count,event_lineage,integer,count,10,10,10,,,,,1,100,identity,PFI v0.2.5 Phase 3.2 event policy registry,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/event_types/v025_phase_3_2_event_policy.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-044,MOD-PFI-004,FORM-PFI-004,unknown_event_type_policy,Unknown Economic Event routing policy,safety,string,policy,review_required_no_publication,review_required_no_publication,review_required_no_publication,,,,,,,identity,PFI v0.2.5 Phase 3.2 fail-closed event policy,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/event_types/v025_phase_3_2_event_policy.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,S3-P2-T3,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-045,MOD-PFI-004,FORM-PFI-004,same_economic_event_per_metric_max_count,Maximum count of one Economic Event in one metric,safety,integer,count,1,1,1,,,,,1,1,identity,PFI v0.2.5 Phase 3.2 event counting boundary,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/event_types/v025_phase_3_2_event_policy.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-046,MOD-PFI-004,FORM-PFI-005,idempotency_hash_algorithm,Ledger idempotency hash algorithm,event_lineage,string,algorithm,sha256,sha256,sha256,,,,,,,identity,PFI v0.2.5 Phase 3.2 ledger identity contract,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/schemas/v025/ledger_event.schema.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-047,MOD-PFI-004,FORM-PFI-005,idempotency_serialization,Ledger idempotency serialization,event_lineage,string,policy,canonical_json_sort_keys_utf8,canonical_json_sort_keys_utf8,canonical_json_sort_keys_utf8,,,,,,,identity,PFI v0.2.5 Phase 3.2 deterministic serialization contract,contract extraction,high,PFI/src/pfi_os/application/economic_event_pipeline.py,PFI/config/schemas/v025/ledger_event.schema.json,PFI/tests/test_v025_stage3_interconnection.py,active,EXTRACTED,,pfi-v0.2.5-normalized-economic-ledger-v1,2026-07-14
PARAM-PFI-048,MOD-PFI-005,FORM-PFI-006,real_input_isolation_mode,Real-input isolation mode,reconciliation,string,policy,immutable_git_object_snapshot,immutable_git_object_snapshot,immutable_git_object_snapshot,,,,,,,identity,PFI v0.2.5 Phase 3.3 read-only source boundary,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_idempotency.py,active,EXTRACTED,,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
PARAM-PFI-049,MOD-PFI-005,FORM-PFI-006,financial_fixture_fallback_allowed,Financial fixture fallback permission,safety,boolean,policy,false,false,false,,,,,false,true,identity,PFI v0.2.5 Phase 3.3 real-input requirement,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_idempotency.py,active,EXTRACTED,,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
PARAM-PFI-050,MOD-PFI-005,FORM-PFI-006,unresolved_transfer_policy,Unresolved transfer publication policy,safety,string,policy,review_required_no_publication,review_required_no_publication,review_required_no_publication,,,,,,,identity,PFI v0.2.5 Phase 3.3 fail-closed transfer policy,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_idempotency.py,active,EXTRACTED,S3-P3-T2,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
PARAM-PFI-051,MOD-PFI-005,FORM-PFI-006,unresolved_refund_policy,Unresolved refund publication policy,safety,string,policy,review_required_no_publication,review_required_no_publication,review_required_no_publication,,,,,,,identity,PFI v0.2.5 Phase 3.3 fail-closed refund policy,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_idempotency.py,active,EXTRACTED,S3-P3-T2,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
PARAM-PFI-052,MOD-PFI-005,FORM-PFI-006,source_name_inference,Source-name reconciliation inference permission,safety,boolean,policy,false,false,false,,,,,false,true,identity,PFI v0.2.5 Phase 3.3 no-name-inference policy,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_idempotency.py,active,EXTRACTED,,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
PARAM-PFI-053,MOD-PFI-005,FORM-PFI-006,amount_time_heuristic_grouping,Amount/time heuristic reconciliation permission,safety,boolean,policy,false,false,false,,,,,false,true,identity,PFI v0.2.5 Phase 3.3 explicit-evidence-only policy,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_idempotency.py,active,EXTRACTED,,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
PARAM-PFI-054,MOD-PFI-005,FORM-PFI-007,same_economic_event_per_metric_max_count,Maximum count per economic event and metric,read_model,integer,count,1,1,1,,,,,1,1,identity,PFI v0.2.5 Phase 3.3 no-double-count boundary,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_no_double_count.py,active,EXTRACTED,,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
PARAM-PFI-055,MOD-PFI-005,FORM-PFI-007,read_model_hash_scope,Read-model hash scope,read_model,string,policy,snapshot_not_page,snapshot_not_page,snapshot_not_page,,,,,,,identity,PFI v0.2.5 Phase 3.3 cross-page consistency policy,contract extraction,high,PFI/src/pfi_os/application/stage3_reconciliation.py,PFI/config/event_types/v025_phase_3_3_reconciliation_policy.json,PFI/tests/test_v025_stage3_no_double_count.py,active,EXTRACTED,,pfi-v0.2.5-real-reconciliation-idempotency-v1,2026-07-14
