item_id,document_id,event_id,theme_cluster_id,board_id,source_id,title,event_date,industry_tags,current_score,current_rank,previous_score,previous_rank,queue_state,explanation_state,reason_code,reason_detail,report_id,report_file_state,report_path,email_id,email_state,email_sent_at,model_version,parameter_version,source_registry_version,run_id,first_seen_at,last_updated_at
arxiv:2606.07630,2606.07630,S1P5T03-R:2026-05-30,cs.LG,B1,arxiv:2606.07630,Active Learning with Foundation Model Priors: Efficient Learning under Class Imbalance,2026-05-30,cs.LG,62.2,1,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-05-30,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-05-30:arxiv:2606.00430,2026-05-30T05:00:00+10:00,2026-05-30T05:00:00+10:00
arxiv:2606.00925,2606.00925,S1P5T03-R:2026-05-30,cs.CR,B1,arxiv:2606.00925,Benchmarking Security Risk Detection and Verification in Open Agentic Skill Ecosystems,2026-05-30,cs.CR,57.3,2,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-05-30,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-05-30:arxiv:2606.00430,2026-05-30T05:00:00+10:00,2026-05-30T05:00:00+10:00
arxiv:2606.07630,2606.07630,S1P5T03-R:2026-05-31,cs.LG,B1,arxiv:2606.07630,Active Learning with Foundation Model Priors: Efficient Learning under Class Imbalance,2026-05-31,cs.LG,62.2,1,NOT_APPLICABLE,NOT_APPLICABLE,covered_deep,report_generated,S1P5T03R_SELECTED,selected as daily lead; artifact_ref=reports.md#2026-05-31-arxiv-2606-07630; email_ref=email_previews.txt#2026-05-31-arxiv-2606-07630,b1-report:2026-05-31:arxiv-2606.07630,generated,reports.md#2026-05-31-arxiv-2606-07630,b1-email:2026-05-31:arxiv-2606.07630:3ba3fabe41,preview_generated,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-05-31:arxiv:2606.07630,2026-05-31T05:00:00+10:00,2026-05-31T05:00:00+10:00
arxiv:2606.00925,2606.00925,S1P5T03-R:2026-05-31,cs.CR,B1,arxiv:2606.00925,Benchmarking Security Risk Detection and Verification in Open Agentic Skill Ecosystems,2026-05-31,cs.CR,57.3,1,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-05-31,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-05-31:arxiv:2606.07630,2026-05-31T05:00:00+10:00,2026-05-31T05:00:00+10:00
arxiv:2606.01498,2606.01498,S1P5T03-R:2026-05-31,cs.CL,B1,arxiv:2606.01498,TimeSage-MT: A Multi-Turn Benchmark for Evaluating Agentic Time Series Reasoning,2026-05-31,cs.CL,55.08,2,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-05-31,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-05-31:arxiv:2606.07630,2026-05-31T05:00:00+10:00,2026-05-31T05:00:00+10:00
arxiv:2606.00925,2606.00925,S1P5T03-R:2026-06-01,cs.CR,B1,arxiv:2606.00925,Benchmarking Security Risk Detection and Verification in Open Agentic Skill Ecosystems,2026-06-01,cs.CR,57.3,1,NOT_APPLICABLE,NOT_APPLICABLE,covered_deep,report_generated,S1P5T03R_SELECTED,selected as daily lead; artifact_ref=reports.md#2026-06-01-arxiv-2606-00925; email_ref=email_previews.txt#2026-06-01-arxiv-2606-00925,b1-report:2026-06-01:arxiv-2606.00925,generated,reports.md#2026-06-01-arxiv-2606-00925,b1-email:2026-06-01:arxiv-2606.00925:03566ae1ae,preview_generated,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-01:arxiv:2606.00925,2026-06-01T05:00:00+10:00,2026-06-01T05:00:00+10:00
arxiv:2606.02963,2606.02963,S1P5T03-R:2026-06-01,cs.LG,B1,arxiv:2606.02963,KForge: LLM-Driven Cross-Platform Kernel Generation for AI Accelerators,2026-06-01,cs.LG,59.5,1,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-01,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-01:arxiv:2606.00925,2026-06-01T05:00:00+10:00,2026-06-01T05:00:00+10:00
arxiv:2606.02959,2606.02959,S1P5T03-R:2026-06-01,cs.LG,B1,arxiv:2606.02959,Gate AI: LLM Security Benchmark Evaluation Methodology and Results,2026-06-01,cs.LG,58.91,2,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-01,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-01:arxiv:2606.00925,2026-06-01T05:00:00+10:00,2026-06-01T05:00:00+10:00
arxiv:2606.02964,2606.02964,S1P5T03-R:2026-06-01,cs.AR,B1,arxiv:2606.02964,Multi-Segment Attention: Enabling Efficient KV-Cache Management for Faster Large Language Model Serving,2026-06-01,cs.AR,57.49,3,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-01,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-01:arxiv:2606.00925,2026-06-01T05:00:00+10:00,2026-06-01T05:00:00+10:00
arxiv:2606.02960,2606.02960,S1P5T03-R:2026-06-01,cs.SE,B1,arxiv:2606.02960,Many a Little Makes a Mickle: A Code-Centric Empirical Study of Data Minimization Principle in Android App Development,2026-06-01,cs.SE,55.88,4,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-01,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-01:arxiv:2606.00925,2026-06-01T05:00:00+10:00,2026-06-01T05:00:00+10:00
arxiv:2606.01498,2606.01498,S1P5T03-R:2026-06-01,cs.CL,B1,arxiv:2606.01498,TimeSage-MT: A Multi-Turn Benchmark for Evaluating Agentic Time Series Reasoning,2026-06-01,cs.CL,55.08,5,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-01,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-01:arxiv:2606.00925,2026-06-01T05:00:00+10:00,2026-06-01T05:00:00+10:00
arxiv:2606.02963,2606.02963,S1P5T03-R:2026-06-02,cs.LG,B1,arxiv:2606.02963,KForge: LLM-Driven Cross-Platform Kernel Generation for AI Accelerators,2026-06-02,cs.LG,59.5,1,NOT_APPLICABLE,NOT_APPLICABLE,covered_deep,report_generated,S1P5T03R_SELECTED,selected as daily lead; artifact_ref=reports.md#2026-06-02-arxiv-2606-02963; email_ref=email_previews.txt#2026-06-02-arxiv-2606-02963,b1-report:2026-06-02:arxiv-2606.02963,generated,reports.md#2026-06-02-arxiv-2606-02963,b1-email:2026-06-02:arxiv-2606.02963:c0d4873d9a,preview_generated,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.04287,2606.04287,S1P5T03-R:2026-06-02,cs.LG,B1,arxiv:2606.04287,Scaling Novel Graph Generation via Lightweight Structure-Guided Autoregressive Models,2026-06-02,cs.LG,61.51,1,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-02,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.04290,2606.04290,S1P5T03-R:2026-06-02,cs.LG,B1,arxiv:2606.04290,PE-MHL: Physics-Encoded Modular Hybrid Layers for Scalable Learning of Complex Systems,2026-06-02,cs.LG,61.4,2,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-02,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.02959,2606.02959,S1P5T03-R:2026-06-02,cs.LG,B1,arxiv:2606.02959,Gate AI: LLM Security Benchmark Evaluation Methodology and Results,2026-06-02,cs.LG,58.91,3,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-02,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.04291,2606.04291,S1P5T03-R:2026-06-02,cs.CV,B1,arxiv:2606.04291,"A Cookbook of 3D Vision: Data, Learning Paradigms, and Application",2026-06-02,cs.CV,58.1,4,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-02,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.02964,2606.02964,S1P5T03-R:2026-06-02,cs.AR,B1,arxiv:2606.02964,Multi-Segment Attention: Enabling Efficient KV-Cache Management for Faster Large Language Model Serving,2026-06-02,cs.AR,57.49,5,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-02,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.02960,2606.02960,S1P5T03-R:2026-06-02,cs.SE,B1,arxiv:2606.02960,Many a Little Makes a Mickle: A Code-Centric Empirical Study of Data Minimization Principle in Android App Development,2026-06-02,cs.SE,55.88,6,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-02,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.01498,2606.01498,S1P5T03-R:2026-06-02,cs.CL,B1,arxiv:2606.01498,TimeSage-MT: A Multi-Turn Benchmark for Evaluating Agentic Time Series Reasoning,2026-06-02,cs.CL,55.08,7,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-02,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-02:arxiv:2606.02963,2026-06-02T05:00:00+10:00,2026-06-02T05:00:00+10:00
arxiv:2606.04287,2606.04287,S1P5T03-R:2026-06-03,cs.LG,B1,arxiv:2606.04287,Scaling Novel Graph Generation via Lightweight Structure-Guided Autoregressive Models,2026-06-03,cs.LG,61.51,1,NOT_APPLICABLE,NOT_APPLICABLE,covered_deep,report_generated,S1P5T03R_SELECTED,selected as daily lead; artifact_ref=reports.md#2026-06-03-arxiv-2606-04287; email_ref=email_previews.txt#2026-06-03-arxiv-2606-04287,b1-report:2026-06-03:arxiv-2606.04287,generated,reports.md#2026-06-03-arxiv-2606-04287,b1-email:2026-06-03:arxiv-2606.04287:f2ab854185,preview_generated,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-03:arxiv:2606.04287,2026-06-03T05:00:00+10:00,2026-06-03T05:00:00+10:00
arxiv:2606.04290,2606.04290,S1P5T03-R:2026-06-03,cs.LG,B1,arxiv:2606.04290,PE-MHL: Physics-Encoded Modular Hybrid Layers for Scalable Learning of Complex Systems,2026-06-03,cs.LG,61.4,1,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-03,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-03:arxiv:2606.04287,2026-06-03T05:00:00+10:00,2026-06-03T05:00:00+10:00
arxiv:2606.02959,2606.02959,S1P5T03-R:2026-06-03,cs.LG,B1,arxiv:2606.02959,Gate AI: LLM Security Benchmark Evaluation Methodology and Results,2026-06-03,cs.LG,58.91,2,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-03,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-03:arxiv:2606.04287,2026-06-03T05:00:00+10:00,2026-06-03T05:00:00+10:00
arxiv:2606.04291,2606.04291,S1P5T03-R:2026-06-03,cs.CV,B1,arxiv:2606.04291,"A Cookbook of 3D Vision: Data, Learning Paradigms, and Application",2026-06-03,cs.CV,58.1,3,NOT_APPLICABLE,NOT_APPLICABLE,queued,not_generated,S1P5T03R_QUEUED,queued candidate after daily selection; artifact_ref=queue_ledgers.jsonl#2026-06-03,NOT_GENERATED_QUEUE_CANDIDATE,not_generated,NOT_APPLICABLE,NOT_GENERATED_QUEUE_CANDIDATE,not_sent_queue,NOT_SENT_DRY_RUN,adp-stage1-real-arxiv-30-asof-replay-v1,adp-stage1-real-arxiv-replay-parameters-v1,arxiv.atom.v1,daily:2026-06-03:arxiv:2606.04287,2026-06-03T05:00:00+10:00,2026-06-03T05:00:00+10:00
