2026-06-03 11:41:42,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)A-买入,不计收支,20.00,余额宝,付款成功，基金份额确认中,20260603001080012204270049023890	,	,,
2026-06-03 11:29:40,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)C-买入,不计收支,20.00,余额宝,付款成功，基金份额确认中,20260603001080012204270048914042	,	,,
2026-06-03 10:51:13,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,付款成功，基金份额确认中,20260603001080012204270048745794	,	,,
2026-06-03 10:50:43,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,付款成功，基金份额确认中,20260603001080012204270048780994	,	,,
2026-06-03 10:37:24,保险,中国人寿保险股份有限公司,/,保险承保-中国人寿五年领·年金(升级版)|25060252826201510314|期数|202606|续期交易付款,支出,3200.00,余额宝,交易成功,20260603102553010473270014189945	,202606031100300703140154665295	,,
2026-06-03 10:27:45,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,100.00,余额宝,付款成功，基金份额确认中,20260603001080012204270048513704	,	,,
2026-06-03 06:24:37,投资理财,万家日日薪货币A类,/,余额宝-2026.06.02-收益发放,不计收支,2.33,余额宝,交易成功,20260603324300144271	,	,,
2026-06-02 14:43:56,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-天弘中证农业主题ETF联接C-买入,不计收支,1000.00,余额宝,交易成功,20260602001080012204270046309724	,	,,
2026-06-02 14:37:29,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-国泰黄金ETF联接A-买入,不计收支,1300.00,余额宝,交易成功,20260602001080012204270046291118	,	,,
2026-06-02 11:50:14,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华安纳斯达克100ETF联接(QDII)C-买入,不计收支,10.00,余额宝,付款成功，基金份额确认中,20260602001080012204270045750615	,	,,
2026-06-02 11:50:11,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华安纳斯达克100ETF联接(QDII)A-买入,不计收支,10.00,余额宝,付款成功，基金份额确认中,20260602001080012204270045771049	,	,,
2026-06-02 11:42:37,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)A-买入,不计收支,200.00,余额宝,付款成功，基金份额确认中,20260602001080012204270045714062	,	,,
2026-06-02 11:42:31,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)A-买入,不计收支,20.00,余额宝,付款成功，基金份额确认中,20260602001080012204270045746838	,	,,
2026-06-02 11:30:02,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)C-买入,不计收支,20.00,余额宝,付款成功，基金份额确认中,20260602001080012204270045635255	,	,,
2026-06-02 10:51:54,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,交易成功,20260602001080012204270045474993	,	,,
2026-06-02 10:51:22,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,交易成功,20260602001080012204270045437621	,	,,
2026-06-02 10:28:36,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,100.00,余额宝,付款成功，基金份额确认中,20260602001080012204270045226331	,	,,
2026-06-02 10:09:45,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-天弘中证农业主题ETF联接C-买入,不计收支,1000.00,余额宝,交易成功,20260602001080012204270045099901	,	,,
2026-06-02 07:01:03,亲友代付,蠢(张玮倩),/,亲情卡,支出,438.00,花呗,交易成功,2026060204200105001058871387	,2026060223001127051422436900	,,
2026-06-02 07:01:03,亲友代付,蠢(张玮倩),/,亲情卡,支出,73.40,花呗,交易成功,2026060204200105001058871388	,2026060223001127051418143559	,,
2026-06-02 05:58:23,投资理财,万家日日薪货币A类,/,余额宝-2026.06.01-收益发放,不计收支,2.43,余额宝,交易成功,20260602314301742271	,	,,
2026-06-01 20:03:31,餐饮美食,三养官方旗舰店,jin***@samyangfoods.net,【三养炸酱面】韩式炸酱面春酱拌面方便面杂酱面拉面速食夜宵泡面 等多件,支出,125.56,花呗,等待确认收货,2026060123001173271405893112	,T200P5118856597818081912	,,
2026-06-01 19:54:01,餐饮美食,八百方旗舰店,173***@163.com,炒熟白芝麻官方旗舰店正品熟黑芝麻2025新货熟的即食农家一级商用,支出,28.10,花呗,等待确认收货,2026060123001173271403529343	,T200P5118899725944027538	,,
2026-06-01 19:54:01,餐饮美食,鲜稻佳旗舰店,xdj***@sina.com,五常大米东北大米2025年新米五常大米官方旗舰店原粮稻花香2号5KG,支出,88.92,花呗分期(3期),等待确认收货,2026060123001173271459956868	,T200P5118899725944036720	,,
2026-06-01 14:53:10,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏国证半导体芯片ETF联接A-买入,不计收支,2000.00,余额宝,交易成功,20260601001080012204270042992790	,	,,
2026-06-01 14:48:13,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-国泰黄金ETF联接A-买入,不计收支,3000.00,余额宝,交易成功,20260601001080012204270042949727	,	,,
2026-06-01 14:43:04,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博时中证机器人指数A-买入,不计收支,300.00,余额宝,交易成功,20260601001080012204270042995828	,	,,
2026-06-01 12:09:14,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华安纳斯达克100ETF联接(QDII)C-买入,不计收支,10.00,余额宝,交易成功,20260601001080012204270042400975	,	,,
2026-06-01 12:09:11,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华安纳斯达克100ETF联接(QDII)A-买入,不计收支,10.00,余额宝,交易成功,20260601001080012204270042396411	,	,,
2026-06-01 11:59:33,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)A-买入,不计收支,200.00,余额宝,交易成功,20260601001080012204270042355027	,	,,
2026-06-01 11:59:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)A-买入,不计收支,20.00,余额宝,交易成功,20260601001080012204270042324436	,	,,
2026-06-01 11:50:14,保险,中国人寿保险股份有限公司,/,保险承保-中国人寿五年领·年金(升级版)|25063054330714210011|期数|202606|续期交易付款,支出,3200.00,余额宝,交易成功,20260601102553010473270004685274	,202606011100300700110163137635	,,
2026-06-01 11:46:08,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)C-买入,不计收支,20.00,余额宝,交易成功,20260601001080012204270042293133	,	,,
2026-06-01 11:06:41,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,交易成功,20260601001080012204270042090172	,	,,
2026-06-01 11:06:12,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,交易成功,20260601001080012204270042112178	,	,,
2026-06-01 10:42:54,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,100.00,余额宝,交易成功,20260601001080012204270042019123	,	,,
2026-06-01 09:40:15,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-富国蓝筹精选股票(QDII)-买入,不计收支,500.00,余额宝,交易成功,20260601001080012204270041656328	,	,,
2026-06-01 09:33:09,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-前海开源沪港深核心资源灵活配置混合C-买入,不计收支,400.00,余额宝,交易成功,20260601001080012204270041584522	,	,,
2026-06-01 09:21:34,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏国证自由现金流ETF联接A-买入,不计收支,480.00,余额宝,交易成功,20260601001080012204270041435002	,	,,
2026-06-01 09:21:24,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-广发量化多因子灵活配置混合A-买入,不计收支,480.00,余额宝,交易成功,20260601001080012204270041394661	,	,,
2026-06-01 09:21:14,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-诺安多策略混合C-买入,不计收支,560.00,余额宝,交易成功,20260601001080012204270041469710	,	,,
2026-06-01 09:08:39,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-中金中证500指数增强A-买入,不计收支,270.00,,交易成功,20260601001080012204270041436244	,	,,
2026-06-01 04:47:30,投资理财,万家日日薪货币A类,/,余额宝-2026.05.31-收益发放,不计收支,2.73,余额宝,交易成功,20260601306264822271	,	,,
2026-05-31 21:45:30,亲友代付,蠢(张玮倩),/,亲情卡,支出,46.60,花呗,交易成功,2026053104200105001058291738	,2026053123001127051402002943	,,
2026-05-31 21:43:42,亲友代付,蠢(张玮倩),/,亲情卡,支出,290.61,花呗,交易成功,2026053104200105001058281730	,2026053123001127051402456850	,,
2026-05-31 21:43:42,亲友代付,蠢(张玮倩),/,亲情卡,支出,129.65,花呗,交易成功,2026053104200105001058281731	,2026053123001127051403478382	,,
2026-05-31 21:43:42,亲友代付,蠢(张玮倩),/,亲情卡,支出,81.55,花呗,交易成功,2026053104200105001058281732	,2026053123001127051405249190	,,
2026-05-31 12:46:52,数码电器,baseus倍思旗舰店,bas***@126.com,倍思iPad12保护套2026新款Air8/7保护壳5适用iPadPro苹果11英寸第十代9平板2024磁吸旋转4防,支出,111.00,花呗分期(3期)&88VIP专享花呗分期立减,等待确认收货,2026053123001173271449107045	,T200P5118609204711036720	,,
2026-05-31 12:46:52,数码电器,觅岚数码专营店,lan***@163.com,适用联想小新Pro16键盘膜14GT快捷键Air15笔记本13青春版功能膜Duet电脑潮7000保护膜Air14贴I,支出,14.10,花呗,等待确认收货,2026053123001173271450036703	,T200P5118609204711027538	,,
2026-05-31 05:18:43,投资理财,万家日日薪货币A类,/,余额宝-2026.05.30-收益发放,不计收支,2.73,余额宝,交易成功,20260531301855401271	,	,,
2026-05-30 06:25:28,投资理财,万家日日薪货币A类,/,余额宝-2026.05.29-收益发放,不计收支,2.75,余额宝,交易成功,20260530396424300271	,	,,
2026-05-29 14:20:16,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博时中证机器人指数A-买入,不计收支,500.00,余额宝,交易成功,20260529001080012204270034905212	,	,,
2026-05-29 14:19:22,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华泰柏瑞科创50联接A-买入,不计收支,500.00,余额宝,交易成功,20260529001080012204270034883451	,	,,
2026-05-29 14:18:58,退款,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华泰柏瑞科创50联接A-买入退款,不计收支,2000.00,余额宝,退款成功,20260529001080100004270077734727	,	,,
2026-05-29 14:18:15,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达人工智能ETF联接A-买入,不计收支,2000.00,余额宝,交易成功,20260529001080012204270034904366	,	,,
2026-05-29 14:18:03,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华泰柏瑞科创50联接A-买入,不计收支,2000.00,余额宝,退款成功,20260529001080012204270034893406	,	,,
2026-05-29 14:17:18,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏国证半导体芯片ETF联接A-买入,不计收支,2500.00,余额宝,交易成功,20260529001080012204270034887995	,	,,
2026-05-29 11:51:16,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)A-买入,不计收支,100.00,余额宝,交易成功,20260529001080012204270034446843	,	,,
2026-05-29 11:40:50,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)A-买入,不计收支,20.00,余额宝,交易成功,20260529001080012204270034484628	,	,,
2026-05-29 11:31:10,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)C-买入,不计收支,20.00,余额宝,交易成功,20260529001080012204270034383469	,	,,
2026-05-29 10:51:12,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,交易成功,20260529001080012204270034161438	,	,,
2026-05-29 10:50:41,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,交易成功,20260529001080012204270034249457	,	,,
2026-05-29 10:26:31,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,100.00,余额宝,交易成功,20260529001080012204270033983657	,	,,
2026-05-29 06:00:38,投资理财,万家日日薪货币A类,/,余额宝-2026.05.28-收益发放,不计收支,2.93,余额宝,交易成功,20260529389492325271	,	,,
2026-05-28 14:38:43,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-国泰黄金ETF联接A-买入,不计收支,1500.00,余额宝,交易成功,20260528001080012204270031904161	,	,,
2026-05-28 14:37:56,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达石油化工ETF联接A-买入,不计收支,300.00,余额宝,交易成功,20260528001080012204270031810598	,	,,
2026-05-28 14:37:23,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达红利低波ETF联接A-买入,不计收支,150.00,余额宝,交易成功,20260528001080012204270031815016	,	,,
2026-05-28 14:36:59,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博时中证机器人指数A-买入,不计收支,500.00,余额宝,交易成功,20260528001080012204270031894004	,	,,
2026-05-28 11:38:31,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)C-买入,不计收支,20.00,余额宝,交易成功,20260528001080012204270031297585	,	,,
2026-05-28 10:57:56,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,交易成功,20260528001080012204270031032485	,	,,
2026-05-28 10:57:28,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,交易成功,20260528001080012204270031009726	,	,,
2026-05-28 10:33:17,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,100.00,余额宝,交易成功,20260528001080012204270030920438	,	,,
2026-05-28 06:23:14,投资理财,万家日日薪货币A类,/,余额宝-2026.05.27-收益发放,不计收支,3.42,余额宝,交易成功,20260528383260911271	,	,,
2026-05-27 14:10:42,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏中证AH经济蓝筹股票指数A-买入,不计收支,500.00,余额宝,交易成功,20260527001080012204270028477388	,	,,
2026-05-27 14:09:04,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博时恒生科技ETF联接(QDII)A-买入,不计收支,500.00,余额宝,交易成功,20260527001080012204270028459351	,	,,
2026-05-27 14:08:15,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-国泰黄金ETF联接A-买入,不计收支,500.00,余额宝,交易成功,20260527001080012204270028492602	,	,,
2026-05-27 14:07:54,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达石油化工ETF联接A-买入,不计收支,500.00,余额宝,交易成功,20260527001080012204270028481620	,	,,
2026-05-27 14:07:29,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达红利低波ETF联接A-买入,不计收支,500.00,余额宝,交易成功,20260527001080012204270028426754	,	,,
2026-05-27 14:07:10,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达人工智能ETF联接A-买入,不计收支,1500.00,余额宝,交易成功,20260527001080012204270028397671	,	,,
2026-05-27 14:06:48,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华泰柏瑞科创50联接A-买入,不计收支,1000.00,余额宝,交易成功,20260527001080012204270028478131	,	,,
2026-05-27 14:06:29,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏国证半导体芯片ETF联接A-买入,不计收支,2000.00,余额宝,交易成功,20260527001080012204270028463375	,	,,
2026-05-27 11:36:49,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)C-买入,不计收支,20.00,余额宝,交易成功,20260527001080012204270028065349	,	,,
2026-05-27 10:54:34,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,交易成功,20260527001080012204270027769957	,	,,
2026-05-27 10:54:06,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,交易成功,20260527001080012204270027737938	,	,,
2026-05-27 10:28:51,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,100.00,余额宝,交易成功,20260527001080012204270027564066	,	,,
2026-05-27 06:07:51,日用百货,UMALL,adm***@redpayments.com.au,黄瓜 Cucumber 约1kg...,支出,986.98,花呗,交易成功,2026052722001373271404845831	,10120260527080700044	,,
2026-05-27 05:47:13,投资理财,万家日日薪货币A类,/,余额宝-2026.05.26-收益发放,不计收支,0.02,余额宝,交易成功,20260527377332774271	,	,,
2026-05-26 15:52:39,转账红包,lolol(贾韩松),247***@qq.com,转账,支出,38678.00,余额宝,交易成功,20260526200040011100270086312116	,	,,
2026-05-26 15:32:18,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏国证半导体芯片ETF联接A-卖出至余额宝,不计收支,1556.82,余额宝,交易成功,20260525001080012404270022043365	,	,,
2026-05-26 15:30:47,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华泰柏瑞科创50联接A-卖出至余额宝,不计收支,438.44,余额宝,交易成功,20260525001080012404270022047213	,	,,
2026-05-26 14:49:55,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-国泰黄金ETF联接A-买入,不计收支,300.00,余额宝,交易成功,20260526001080012204270025428766	,	,,
2026-05-26 14:49:06,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博时中证机器人指数A-买入,不计收支,400.00,余额宝,交易成功,20260526001080012204270025421309	,	,,
2026-05-26 14:48:49,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达人工智能ETF联接A-买入,不计收支,800.00,余额宝,交易成功,20260526001080012204270025390549	,	,,
2026-05-26 14:48:35,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华泰柏瑞科创50联接A-买入,不计收支,700.00,余额宝,交易成功,20260526001080012204270025398386	,	,,
2026-05-26 14:48:18,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏国证半导体芯片ETF联接A-买入,不计收支,600.00,余额宝,交易成功,20260526001080012204270025396595	,	,,
2026-05-26 11:55:44,投资理财,余额宝,acc***@wjasset.com,余额宝-单次转入,不计收支,100000.00,中国银行储蓄卡(6125),交易成功,20260526019130100010270058882411	,LC2026052611554420880320928732715418	,,
2026-05-26 11:55:33,投资理财,余额宝,acc***@wjasset.com,余额宝-单次转入,不计收支,56487.00,中国银行储蓄卡(6125),交易成功,20260526019130100010270059007691	,LC2026052611553320880320928732713945	,,
2026-05-26 11:54:24,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达全球成长精选混合(QDII)C-买入,不计收支,20.00,余额宝,交易成功,20260526001080012204270024737857	,	,,
2026-05-26 11:05:46,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,交易成功,20260526001080012204270024493553	,	,,
2026-05-26 11:05:17,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,交易成功,20260526001080012204270024508013	,	,,
2026-05-26 10:37:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入,不计收支,100.00,余额宝,交易成功,20260526001080012204270024492942	,	,,
2026-05-26 09:01:24,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-前海开源沪港深核心资源灵活配置混合C-买入,不计收支,400.00,余额宝,交易成功,20260526001080012204270023877433	,	,,
2026-05-26 05:41:49,投资理财,万家日日薪货币A类,/,余额宝-2026.05.25-收益发放,不计收支,0.03,余额宝,交易成功,20260526370525447271	,	,,
2026-05-25 17:44:42,转账红包,lolol(贾韩松),247***@qq.com,转账,支出,43513.00,中国银行储蓄卡(6125),交易成功,20260525200040011100270085739270	,	,,
2026-05-25 14:39:30,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达人工智能ETF联接A-买入,不计收支,1000.00,余额宝,交易成功,20260525001080012204270022098324	,	,,
2026-05-25 14:36:16,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-博时中证机器人指数A-买入,不计收支,200.00,余额宝,交易成功,20260525001080012204270022074809	,	,,
2026-05-25 09:38:19,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合A-买入,不计收支,100.00,余额宝,交易成功,20260525001080012204270020996631	,	,,
2026-05-25 09:37:50,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-华夏新锦绣灵活配置混合C-买入,不计收支,100.00,余额宝,交易成功,20260525001080012204270020874302	,	,,
2026-05-25 09:28:14,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-易方达石油化工ETF联接A-买入,不计收支,360.00,余额宝,交易成功,20260525001080012204270020834726	,	,,
2026-05-25 09:22:22,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-诺安多策略混合C-买入,不计收支,400.00,余额宝,交易成功,20260525001080012204270020747824	,	,,
