temporary_asset_code,asset_name,production_asset_code_to_confirm,asset_type,market_hint,fund_company_hint,risk_level_target,theme_hint,filter_review_hint,is_off_platform_fund,is_excluded_to_confirm,official_source_count_required,evidence_level_target,source_1_required,source_2_required,moomoo_query,alipay_query,official_query,missing_nav_days_required,missing_holding_days_required,conflict_flag_required,as_of_to_confirm,prior_as_of,prior_source_file,copy_target
ALIPAY_NAME_南方纳斯达克100指数_QDII_A,南方纳斯达克100指数(QDII)A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,US/QDII,南方,high_or_very_high_after_current_page_confirmation,US technology growth,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,南方纳斯达克100指数(QDII)A fund quote holdings nav,南方纳斯达克100指数(QDII)A 支付宝 基金 净值 持仓 费率,南方纳斯达克100指数(QDII)A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_华安纳斯达克100ETF联接_QDII_C,华安纳斯达克100ETF联接(QDII)C,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,US/QDII,华安,high_or_very_high_after_current_page_confirmation,US technology growth,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,华安纳斯达克100ETF联接(QDII)C fund quote holdings nav,华安纳斯达克100ETF联接(QDII)C 支付宝 基金 净值 持仓 费率,华安纳斯达克100ETF联接(QDII)C 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_华安纳斯达克100ETF联接_QDII_A,华安纳斯达克100ETF联接(QDII)A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,US/QDII,华安,high_or_very_high_after_current_page_confirmation,US technology growth,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,华安纳斯达克100ETF联接(QDII)A fund quote holdings nav,华安纳斯达克100ETF联接(QDII)A 支付宝 基金 净值 持仓 费率,华安纳斯达克100ETF联接(QDII)A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_富国蓝筹精选股票_QDII_,富国蓝筹精选股票(QDII),REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,Global/QDII,富国,high_or_very_high_after_current_page_confirmation,global equity growth,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,富国蓝筹精选股票(QDII) fund quote holdings nav,富国蓝筹精选股票(QDII) 支付宝 基金 净值 持仓 费率,富国蓝筹精选股票(QDII) 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_易方达红利低波ETF联接A,易方达红利低波ETF联接A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,易方达,high_or_very_high_after_current_page_confirmation,dividend/quality/low-volatility,manual_review_for_aggressive_growth_fit,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,易方达红利低波ETF联接A fund quote holdings nav,易方达红利低波ETF联接A 支付宝 基金 净值 持仓 费率,易方达红利低波ETF联接A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_华夏新锦绣灵活配置混合C,华夏新锦绣灵活配置混合C,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,REPLACE_WITH_MARKET_SCOPE,华夏,high_or_very_high_after_current_page_confirmation,REPLACE_WITH_THEME_CLASSIFICATION,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,华夏新锦绣灵活配置混合C fund quote holdings nav,华夏新锦绣灵活配置混合C 支付宝 基金 净值 持仓 费率,华夏新锦绣灵活配置混合C 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_华夏新锦绣灵活配置混合A,华夏新锦绣灵活配置混合A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,REPLACE_WITH_MARKET_SCOPE,华夏,high_or_very_high_after_current_page_confirmation,REPLACE_WITH_THEME_CLASSIFICATION,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,华夏新锦绣灵活配置混合A fund quote holdings nav,华夏新锦绣灵活配置混合A 支付宝 基金 净值 持仓 费率,华夏新锦绣灵活配置混合A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_天弘中证农业主题ETF联接C,天弘中证农业主题ETF联接C,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,天弘,high_or_very_high_after_current_page_confirmation,agriculture theme,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,天弘中证农业主题ETF联接C fund quote holdings nav,天弘中证农业主题ETF联接C 支付宝 基金 净值 持仓 费率,天弘中证农业主题ETF联接C 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_华泰柏瑞科创50联接A,华泰柏瑞科创50联接A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,华泰柏瑞,high_or_very_high_after_current_page_confirmation,STAR/technology,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,华泰柏瑞科创50联接A fund quote holdings nav,华泰柏瑞科创50联接A 支付宝 基金 净值 持仓 费率,华泰柏瑞科创50联接A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_博时中证银行ETF联接_LOF_A,博时中证银行ETF联接(LOF)A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,博时,high_or_very_high_after_current_page_confirmation,banking sector,manual_review_for_aggressive_growth_fit,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,博时中证银行ETF联接(LOF)A fund quote holdings nav,博时中证银行ETF联接(LOF)A 支付宝 基金 净值 持仓 费率,博时中证银行ETF联接(LOF)A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_博时恒生科技ETF联接_QDII_A,博时恒生科技ETF联接(QDII)A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,Global/QDII,博时,high_or_very_high_after_current_page_confirmation,global equity growth,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,博时恒生科技ETF联接(QDII)A fund quote holdings nav,博时恒生科技ETF联接(QDII)A 支付宝 基金 净值 持仓 费率,博时恒生科技ETF联接(QDII)A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_广发量化多因子灵活配置混合A,广发量化多因子灵活配置混合A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,广发,high_or_very_high_after_current_page_confirmation,quant equity,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,广发量化多因子灵活配置混合A fund quote holdings nav,广发量化多因子灵活配置混合A 支付宝 基金 净值 持仓 费率,广发量化多因子灵活配置混合A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_华夏国证自由现金流ETF联接A,华夏国证自由现金流ETF联接A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,华夏,high_or_very_high_after_current_page_confirmation,dividend/quality/low-volatility,force_exclude_conservative_asset,true,true,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,华夏国证自由现金流ETF联接A fund quote holdings nav,华夏国证自由现金流ETF联接A 支付宝 基金 净值 持仓 费率,华夏国证自由现金流ETF联接A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_华夏中证AH经济蓝筹股票指数A,华夏中证AH经济蓝筹股票指数A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN/HK,华夏,high_or_very_high_after_current_page_confirmation,China-Hong Kong equity,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,华夏中证AH经济蓝筹股票指数A fund quote holdings nav,华夏中证AH经济蓝筹股票指数A 支付宝 基金 净值 持仓 费率,华夏中证AH经济蓝筹股票指数A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_国泰黄金ETF联接A,国泰黄金ETF联接A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,国泰,high_or_very_high_after_current_page_confirmation,gold commodity,manual_review_for_aggressive_growth_fit,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,国泰黄金ETF联接A fund quote holdings nav,国泰黄金ETF联接A 支付宝 基金 净值 持仓 费率,国泰黄金ETF联接A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_博时中证机器人指数A,博时中证机器人指数A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,博时,high_or_very_high_after_current_page_confirmation,robotics,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,博时中证机器人指数A fund quote holdings nav,博时中证机器人指数A 支付宝 基金 净值 持仓 费率,博时中证机器人指数A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_易方达石油化工ETF联接A,易方达石油化工ETF联接A,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,CN,易方达,high_or_very_high_after_current_page_confirmation,energy/chemical,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,易方达石油化工ETF联接A fund quote holdings nav,易方达石油化工ETF联接A 支付宝 基金 净值 持仓 费率,易方达石油化工ETF联接A 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
ALIPAY_NAME_诺安多策略混合C,诺安多策略混合C,REPLACE_WITH_OFFICIAL_FUND_CODE_OR_PLATFORM_ID,off_platform_fund,REPLACE_WITH_MARKET_SCOPE,诺安,high_or_very_high_after_current_page_confirmation,REPLACE_WITH_THEME_CLASSIFICATION,growth_candidate_review_required,true,false,>=2,Strong,REPLACE_WITH_MOOMOO_OR_ALIPAY_CURRENT_SOURCE,REPLACE_WITH_FUND_COMPANY_OR_OFFICIAL_SOURCE,诺安多策略混合C fund quote holdings nav,诺安多策略混合C 支付宝 基金 净值 持仓 费率,诺安多策略混合C 基金公司 定期报告 持仓 净值,<=2,<=2,false,YYYY-MM-DD,2026-06-05,external:ScreenRecording_06-05-2026 12-38-58_1.MP4,"After verification, map into 03_candidates_to_fill.csv; do not copy this helper directly."
