parameter_id,model_id,formula_id,symbol,name,category,data_type,unit,default_value,initial_or_prior_value,active_value,weight,weight_group,weight_group_target,weight_group_tolerance,min_value,max_value,formula_or_transform,source_or_rationale,calibration_method,sensitivity,code_ref,config_ref,test_ref,status,fact_level,unknown_task_ids,parameter_version,last_updated,source_selector,extracted_value,last_verified_commit,verified_at,evidence_hash,semantic_status,semantic_review_task_ids
PARAM-011,MOD-002,FORM-002,max_drawdown_penalty,drawdown penalty,risk_penalty,integer,points,30,NOT_APPLICABLE - code constant,30,NOT_APPLICABLE,,,,0,100,subtract on threshold breach,EXTRACTED from risk_score,NOT_APPLICABLE,High,Alpha/backend/app/services/risk.py:26,NOT_APPLICABLE,Alpha/tests/test_strategy_iteration.py:4,active,EXTRACTED,,risk-score-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/risk.py:26:1,30,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:b9c6ad2d8cdd6c23e452cd881a04c463eb992519c34fc2d5bf924d09885a6501,MACHINE_VERIFIED,
PARAM-012,MOD-002,FORM-002,min_trade_count_threshold,low trade count threshold,risk_threshold,integer,trades,10,NOT_APPLICABLE - code constant,10,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,trade_count<threshold,EXTRACTED from risk_score,NOT_APPLICABLE,Medium,Alpha/backend/app/services/risk.py:28,NOT_APPLICABLE,Alpha/tests/test_strategy_iteration.py:4,active,EXTRACTED,,risk-score-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/risk.py:28:1,10,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:3be0f5394f3968b87545bd84414f4e1afb3833ad5d511e6356a89c647b941439,MACHINE_VERIFIED,
PARAM-013,MOD-002,FORM-002,low_trade_count_penalty,low trade count penalty,risk_penalty,integer,points,20,NOT_APPLICABLE - code constant,20,NOT_APPLICABLE,,,,0,100,subtract on threshold breach,EXTRACTED from risk_score,NOT_APPLICABLE,Medium,Alpha/backend/app/services/risk.py:29,NOT_APPLICABLE,Alpha/tests/test_strategy_iteration.py:4,active,EXTRACTED,,risk-score-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/risk.py:29:1,20,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:ad875562b9bf94e194d2d2e9a92de979c1c5ba3f3cc143c698d49c35f61c20ff,MACHINE_VERIFIED,
PARAM-014,MOD-002,FORM-002,turnover_threshold,high turnover threshold,risk_threshold,float,ratio,3,NOT_APPLICABLE - code constant,3,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,turnover>threshold,EXTRACTED from risk_score,NOT_APPLICABLE,Medium,Alpha/backend/app/services/risk.py:31,NOT_APPLICABLE,Alpha/tests/test_strategy_iteration.py:4,active,EXTRACTED,,risk-score-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/risk.py:31:1,3,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:3e40da1261c3e6e152594fb2ab4075216cc10ee7926492048a750cc1e186d545,MACHINE_VERIFIED,
PARAM-015,MOD-002,FORM-002,high_turnover_penalty,high turnover penalty,risk_penalty,integer,points,20,NOT_APPLICABLE - code constant,20,NOT_APPLICABLE,,,,0,100,subtract on threshold breach,EXTRACTED from risk_score,NOT_APPLICABLE,Medium,Alpha/backend/app/services/risk.py:32,NOT_APPLICABLE,Alpha/tests/test_strategy_iteration.py:4,active,EXTRACTED,,risk-score-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/risk.py:32:1,20,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:ed45e10126b0f94b127fb64054e22954ae527d4722fce97bbbb1afe52948f438,MACHINE_VERIFIED,
PARAM-016,MOD-002,FORM-002,promote_score_threshold,paper promotion threshold,risk_threshold,integer,points,70,NOT_APPLICABLE - code constant,70,NOT_APPLICABLE,,,,0,100,score>=threshold,EXTRACTED from risk_score,NOT_APPLICABLE,High,Alpha/backend/app/services/risk.py:34,NOT_APPLICABLE,Alpha/tests/test_strategy_iteration.py:4,active,EXTRACTED,,risk-score-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/risk.py:34:3,70,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:e284735a892ca1a81c33bcf47dbf6db9808b1b2aae45e15ea1d9e7853dcd92d3,MACHINE_VERIFIED,
PARAM-017,MOD-003,FORM-003,max_order_value_aud,max order value,risk_limit,float,AUD,100,NOT_APPLICABLE - config active value,100,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,notional<=max_notional,EXTRACTED from policy config,NOT_APPLICABLE - policy setting,High,Alpha/backend/app/services/risk.py:43,Alpha/configs/trading_governor_policy.yaml:33,Alpha/tests/test_paper_trading_loop.py:45,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::risk_limits.max_order_value_aud,100,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:5c3ec60ec0d2cbc7478e43bfa631a83425d8c259fe76cfe87b311bb272f20754,MACHINE_VERIFIED,
PARAM-018,MOD-003,FORM-003,allowed_sides,allowed order sides,gate_enum,set,enum,buy|sell,NOT_APPLICABLE - code set,buy|sell,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,side in set,EXTRACTED from pre_trade_risk_check,NOT_APPLICABLE,High,Alpha/backend/app/services/risk.py:54,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,pre-trade-gate-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-019,MOD-003,FORM-003,require_positive_quantity,quantity positive gate,gate_flag,boolean,rule,true,NOT_APPLICABLE - code branch,true,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,quantity>0,EXTRACTED from pre_trade_risk_check,NOT_APPLICABLE,High,Alpha/backend/app/services/risk.py:56,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,pre-trade-gate-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-020,MOD-003,FORM-003,require_positive_price,price positive gate,gate_flag,boolean,rule,true,NOT_APPLICABLE - code branch,true,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,price>0,EXTRACTED from pre_trade_risk_check,NOT_APPLICABLE,High,Alpha/backend/app/services/risk.py:56,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,pre-trade-gate-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-021,MOD-003,FORM-003,require_positive_notional,notional positive gate,gate_flag,boolean,rule,true,NOT_APPLICABLE - code branch,true,NOT_APPLICABLE,,,,0,NOT_APPLICABLE,notional>0,EXTRACTED from pre_trade_risk_check,NOT_APPLICABLE,High,Alpha/backend/app/services/risk.py:56,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,pre-trade-gate-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-022,MOD-003,FORM-003,require_idempotency_key,pre trade idempotency gate,gate_flag,boolean,rule,true,NOT_APPLICABLE - code branch,true,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,idempotency_key non-empty,EXTRACTED from pre_trade_risk_check,NOT_APPLICABLE,High,Alpha/backend/app/services/risk.py:52,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:23,active,EXTRACTED,,pre-trade-gate-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-023,MOD-004,FORM-004,live_trading.enabled,live trading enabled,policy_flag,boolean,flag,false,NOT_APPLICABLE - committed config,false,NOT_APPLICABLE,,,,false,true,policy rejects when false,EXTRACTED from committed config,NOT_APPLICABLE - safety default,Critical,Alpha/backend/app/services/policy.py:41,Alpha/configs/trading_governor_policy.yaml:5,Alpha/tests/test_policy.py:5,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::live_trading.enabled,false,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:c630ab3c387d2763c39a6cd08e8b95392ffe624b842b9c77335c684c2d67be04,MACHINE_VERIFIED,
PARAM-024,MOD-004,FORM-004,require_environment_flag,require live env flag,policy_flag,boolean,flag,true,NOT_APPLICABLE - committed config,true,NOT_APPLICABLE,,,,false,true,requires LIVE_TRADING_ENABLED true when live enabled,EXTRACTED from committed config,NOT_APPLICABLE,Critical,Alpha/backend/app/services/policy.py:44,Alpha/configs/trading_governor_policy.yaml:6,Alpha/tests/test_policy.py:5,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::live_trading.require_environment_flag,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:625514d1c0f45ab75e8e37159e76ca3611846527dd6af610e86429c2a421ca9e,MACHINE_VERIFIED,
PARAM-025,MOD-004,FORM-004,environment_flag_name,live env flag name,policy_string,string,env var,LIVE_TRADING_ENABLED,NOT_APPLICABLE - committed config,LIVE_TRADING_ENABLED,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,env lookup name,EXTRACTED from committed config,NOT_APPLICABLE,Critical,Alpha/backend/app/services/policy.py:43,Alpha/configs/trading_governor_policy.yaml:7,Alpha/tests/test_policy.py:5,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::live_trading.environment_flag_name,LIVE_TRADING_ENABLED,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:993379fc668386c949ba3642d48ca3a8782455c8263d62fcef780f30a8f60cb4,MACHINE_VERIFIED,
PARAM-026,MOD-004,FORM-004,require_audit_sink,require audit sink,policy_flag,boolean,flag,true,NOT_APPLICABLE - committed config,true,NOT_APPLICABLE,,,,false,true,reject if audit sink unavailable,EXTRACTED from committed config,NOT_APPLICABLE,High,Alpha/backend/app/services/policy.py:48,Alpha/configs/trading_governor_policy.yaml:10,Alpha/tests/test_live_broker_fail_closed.py:6,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::live_trading.require_audit_sink,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:d4cf9af3db7b2b03f8947084c5da5c72e7e196b6a9ee39df033a38546e9efbd0,MACHINE_VERIFIED,
PARAM-027,MOD-004,FORM-004,require_broker_health_check,require broker health,policy_flag,boolean,flag,true,NOT_APPLICABLE - committed config,true,NOT_APPLICABLE,,,,false,true,reject if broker health check failed,EXTRACTED from committed config,NOT_APPLICABLE,High,Alpha/backend/app/services/policy.py:50,Alpha/configs/trading_governor_policy.yaml:11,Alpha/tests/test_live_broker_fail_closed.py:6,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::live_trading.require_broker_health_check,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:6edd1a8778aa9ac7a703d8eaa60d1b070a69a8f86cbaf891ee9b5ae44d5efa2b,MACHINE_VERIFIED,
PARAM-028,MOD-004,FORM-004,live_require_idempotency_key,live idempotency gate,policy_flag,boolean,flag,true,NOT_APPLICABLE - committed config,true,NOT_APPLICABLE,,,,false,true,reject missing idempotency,EXTRACTED from committed config,NOT_APPLICABLE,High,Alpha/backend/app/services/policy.py:52,Alpha/configs/trading_governor_policy.yaml:12,Alpha/tests/test_live_broker_fail_closed.py:6,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::live_trading.require_idempotency_key,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:cfbe010e313f297a7b2ed6bb32273e79915902bed83551d0134a23217b780151,MACHINE_VERIFIED,
PARAM-029,MOD-004,FORM-004,require_kill_switch_clear,kill switch clear gate,policy_flag,boolean,flag,true,NOT_APPLICABLE - committed config,true,NOT_APPLICABLE,,,,false,true,reject kill switch active,EXTRACTED from committed config,NOT_APPLICABLE,High,Alpha/backend/app/services/policy.py:46,Alpha/configs/trading_governor_policy.yaml:13,Alpha/tests/test_live_broker_fail_closed.py:6,active,EXTRACTED,,policy-2026-06-12.v0.3,2026-06-20,yaml_path:Alpha/configs/trading_governor_policy.yaml::live_trading.require_kill_switch_clear,true,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:8a08b947acb88deaf33bae0be5268c98023cc4b35c5519efe8c8e0d35edb88c3,MACHINE_VERIFIED,
PARAM-030,MOD-004,FORM-004,fail_closed_live_broker,live broker never submits,policy_rule,boolean,rule,true,NOT_APPLICABLE - adapter implementation,true,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,always rejected return,EXTRACTED from adapter,NOT_APPLICABLE,Critical,Alpha/backend/app/services/live_broker.py:27,NOT_APPLICABLE,Alpha/tests/test_live_broker_fail_closed.py:6,active,EXTRACTED,,live-policy-fail-closed-v0,2026-06-20,,HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,NOT_APPLICABLE - HUMAN_REVIEW_REQUIRED,HUMAN_REVIEW_REQUIRED,GOV-SEMANTIC-ALPHA-001
PARAM-031,MOD-005,FORM-005,DEFAULT_REFRESH_INTERVAL_SECONDS,paper loop refresh interval,runtime_constant,integer,seconds,300,NOT_APPLICABLE - code constant,300,NOT_APPLICABLE,,,,1,NOT_APPLICABLE,loop sleep and TTL default,EXTRACTED from service and config,NOT_APPLICABLE,Medium,Alpha/backend/app/services/paper_trading_loop.py:19,Alpha/configs/agent_loop.yaml:3,Alpha/tests/test_paper_trading_loop.py:30,active,EXTRACTED,,paper-loop-v0,2026-06-20,python_ast_assignment:Alpha/backend/app/services/paper_trading_loop.py::DEFAULT_REFRESH_INTERVAL_SECONDS,300,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:08f36765011e94e286041e6023e5668efddd43dd717b274ba060f30c2db89eaa,MACHINE_VERIFIED,
PARAM-032,MOD-005,FORM-005,order_ticket_ttl_seconds,order ticket TTL,runtime_config,integer,seconds,300,NOT_APPLICABLE - config active value,300,NOT_APPLICABLE,,,,1,NOT_APPLICABLE,expires_at=created+ttl,EXTRACTED from config and OrderIntent,NOT_APPLICABLE,Medium,Alpha/backend/app/services/order_ticket.py:38,Alpha/configs/agent_loop.yaml:5,Alpha/tests/test_approval_queue.py:17,active,EXTRACTED,,paper-loop-v0,2026-06-20,yaml_path:Alpha/configs/agent_loop.yaml::paper_trading_loop.order_ticket_ttl_seconds,300,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:763ff448463a7fe8971fdc117eae75948f94886af5abfea0cfb3c033e794d8f1,MACHINE_VERIFIED,
PARAM-033,MOD-005,FORM-005,generated_quantity,generated paper intent quantity,order_constant,float,shares/contracts,1,NOT_APPLICABLE - code constant,1,NOT_APPLICABLE,,,,1,1,OrderIntent quantity,EXTRACTED from generator,NOT_APPLICABLE,High,Alpha/backend/app/services/paper_trading_loop.py:121,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,paper-loop-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/paper_trading_loop.py:121:1,1,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:03be8e376e101b950dbfef93bff5b7a8168bb8369bfbf190c8051f016da9fb3d,MACHINE_VERIFIED,
PARAM-034,MOD-005,FORM-005,generated_side,generated paper intent side,order_constant,string,enum,buy,NOT_APPLICABLE - code constant,buy,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,OrderIntent side,EXTRACTED from generator,NOT_APPLICABLE,High,Alpha/backend/app/services/paper_trading_loop.py:120,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,paper-loop-v0,2026-06-20,python_ast_literal:Alpha/backend/app/services/paper_trading_loop.py:120:1,buy,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:b0a3a44f778f7ddcccb0af96d889e3f040b99fdf483118744a339b54692670e0,MACHINE_VERIFIED,
PARAM-035,MOD-005,FORM-005,order_type,broker payload order type,order_default,string,enum,market,NOT_APPLICABLE - OrderIntent default,market,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,OrderIntent default order type,EXTRACTED from dataclass factory,NOT_APPLICABLE,Medium,Alpha/backend/app/services/order_ticket.py:39,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,paper-loop-v0,2026-06-20,python_ast_default:Alpha/backend/app/services/order_ticket.py::create.order_type,market,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:932b2427c768b7652f790ed2386fc8fe1e5c1828295d4538a738c52b57f708e3,MACHINE_VERIFIED,
PARAM-036,MOD-005,FORM-005,time_in_force,broker payload time in force,order_default,string,enum,day,NOT_APPLICABLE - OrderIntent default,day,NOT_APPLICABLE,,,,NOT_APPLICABLE,NOT_APPLICABLE,OrderIntent default TIF,EXTRACTED from dataclass factory,NOT_APPLICABLE,Medium,Alpha/backend/app/services/order_ticket.py:40,NOT_APPLICABLE,Alpha/tests/test_paper_trading_loop.py:8,active,EXTRACTED,,paper-loop-v0,2026-06-20,python_ast_default:Alpha/backend/app/services/order_ticket.py::create.time_in_force,day,f7288e9edf09484dd8cf36fe8e6523ccb1780125,2026-06-21T13:51:43Z,sha256:04398b3a0883bcdadc591545bcb24fd9a6fa4f2f890ff76c4b390baa1fc89e5d,MACHINE_VERIFIED,
