strategy_id,behavior_family,indicator_stack,behavior_logic,anti_waste_status,evidence_level,promotion_tier,base_weight,dip_trigger,sell_trigger,trend_rule,risk_rule,public_samples,public_pass_rate,public_avg_total_gap,public_avg_annualized_gap,public_avg_drawdown_improvement,deep_samples,deep_pass_rate,deep_avg_total_gap,deep_avg_annualized_gap,deep_avg_drawdown_improvement,moomoo_samples,moomoo_pass_rate,moomoo_avg_total_gap,moomoo_avg_annualized_gap,moomoo_avg_drawdown_improvement,moomoo_avg_var_5,moomoo_avg_cvar_5,moomoo_avg_turnover,moomoo_avg_trades
bw92_rsi_35_none_ma_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,RSI+MA+ATR,RSI oversold buy-upweight; no explicit sell trim; MA trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_1_real_data_promotion_candidate,0.92,rsi_35,none,ma_trend_full,atr_96,200.0,0.98,-0.0032422806997671,-0.0003335086779288,0.0100942167259558,1000.0,0.939,-0.0088646390609629,-2.1725621679134407e-05,0.0117883251139421,300.0,0.93,-0.0217192413858947,-0.0077862936823474,0.0091080811884249,-0.0243811918691239,-0.0373365419810089,3.5065797964913235,273.9166666666667
bw92_none_none_ma_trend_full_drawdown_90,trend_participation+risk_overlay,MA+Drawdown,no dip upweight; no explicit sell trim; MA trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,none,none,ma_trend_full,drawdown_90,200.0,0.98,0.0003213600148361,0.0023540520718699,0.0215378083103066,1000.0,0.907,-0.0099047025017187,0.0016953050512407,0.0220730221579042,300.0,0.87,-0.0280978142526626,-0.0100946856825163,0.0143238306583516,-0.0239623735934467,-0.0364646107734197,2.5090449696943016,269.14
bw92_boll_lower_none_ma_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,BOLL+MA,BOLL lower-band buy-upweight; no explicit sell trim; MA trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,boll_lower,none,ma_trend_full,ma60_break_90,200.0,0.975,0.0008621724499389,0.0024754504034782,0.0218406489394577,1000.0,0.903,-0.0115777422696275,0.001871884937736,0.0221152255092509,300.0,0.87,-0.0297409684306428,-0.008335138420916,0.0166573087253772,-0.0238647063084607,-0.0362495223831961,4.0243272580232,295.7033333333333
bw92_none_none_ma_trend_full_ma60_break_90,trend_participation+risk_overlay,MA,no dip upweight; no explicit sell trim; MA trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,none,none,ma_trend_full,ma60_break_90,200.0,0.975,0.0012175590884135,0.0026313206271955,0.0220130349958765,1000.0,0.902,-0.0115032874692795,0.0018872437523356,0.0229540687853049,300.0,0.87,-0.0299853793485599,-0.0085624907135201,0.0166112496611452,-0.0238647063082933,-0.0362482161623555,3.972938429943372,295.70666666666665
bw92_boll_lower_none_ma_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,BOLL+MA+Drawdown,BOLL lower-band buy-upweight; no explicit sell trim; MA trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,boll_lower,none,ma_trend_full,drawdown_90,200.0,0.98,-0.0033588174985749,0.0006379400041478,0.0205511987023754,1000.0,0.905,-0.010893065393748,0.0009015906197092,0.0203930704109664,300.0,0.8666666666666667,-0.0288173903214573,-0.0103283529960285,0.0138394370071759,-0.0240030064968855,-0.0365043667187527,2.9248065090174458,268.64
bw92_none_none_macd_trend_full_atr_96,trend_participation+risk_overlay,MA+MACD+ATR,no dip upweight; no explicit sell trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,none,none,macd_trend_full,atr_96,200.0,0.98,0.0036231817021467,0.0035777949682948,0.0157045258766493,1000.0,0.891,-0.0169959216755446,-0.0008756310963493,0.0153170082755295,300.0,0.8533333333333334,-0.0320283286894692,-0.0094960366409582,0.0129151714066579,-0.0242582457756273,-0.0367987544656664,5.009650987527727,367.08666666666664
bw92_none_none_macd_trend_full_none,trend_participation,MA+MACD,no dip upweight; no explicit sell trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,none,none,macd_trend_full,none,200.0,0.975,0.0045876481206478,0.0040008553033375,0.0154656832358805,1000.0,0.898,-0.0155887482808105,-0.000620106401145,0.0148411994540336,300.0,0.85,-0.0308515599140568,-0.0095405260382307,0.0121190337274492,-0.0243188236635982,-0.036913922284976,4.943456278148316,336.27666666666664
bw92_boll_lower_none_macd_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,BOLL+MA+MACD+ATR,BOLL lower-band buy-upweight; no explicit sell trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,boll_lower,none,macd_trend_full,atr_96,200.0,0.98,-0.0011187536484288,0.0012166098492317,0.0137897749122229,1000.0,0.887,-0.0182013872524789,-0.0019690601790666,0.0135505267885263,300.0,0.8433333333333334,-0.0341143825962635,-0.0116116685674052,0.0110254523046574,-0.0243187791577474,-0.0370154232094499,6.335157074846611,366.29
bw92_rsi_35_none_strong_trend_full_none,buy_dip+trend_participation,RSI,RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; no risk overlay,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,rsi_35,none,strong_trend_full,none,200.0,0.975,-0.0004690718981272,0.0014655283813678,0.0145450596496413,1000.0,0.892,-0.0135766646381914,-0.0004549132633827,0.0119501884591801,300.0,0.8333333333333334,-0.0336581207222483,-0.0160390150780377,0.0104396745467982,-0.0240954617835314,-0.0373380616526754,7.176281654322212,401.36333333333334
bw92_boll_lower_none_macd_trend_full_none,buy_dip+trend_participation,BOLL+MA+MACD,BOLL lower-band buy-upweight; no explicit sell trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,moomoo_batch100_real_validated,tier_2_real_data_watchlist,0.92,boll_lower,none,macd_trend_full,none,200.0,0.98,-0.0001151192959985,0.0016803383884841,0.0134787426566839,1000.0,0.888,-0.0164256230379403,-0.0017394897644517,0.0117452834503804,300.0,0.8333333333333334,-0.0338887856611207,-0.0134659798820732,0.0090407352821777,-0.0244098884580953,-0.0373103576309369,6.560076058245488,334.38
bw92_boll_or_rsi_none_ma_trend_full_drawdown_90,buy_dip+trend_participation+risk_overlay,BOLL+RSI+MA+Drawdown,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; MA trend full participation; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,ma_trend_full,drawdown_90,200.0,0.975,-0.0043764527479025,5.682970705712387e-05,0.0190270467032219,,,,,,,,,,,,,,
bw92_none_none_none_none,control_baseline,none,no dip upweight; no explicit sell trim; no trend participation override; no risk overlay,control_group_keep_one,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,none,none,200.0,0.97,0.0057550134626964,0.0058832601787704,0.0244507967243633,,,,,,,,,,,,,,
bw92_none_none_none_atr_96,risk_overlay,ATR,no dip upweight; no explicit sell trim; no trend participation override; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,none,atr_96,200.0,0.97,0.0057550134626964,0.0058832601787704,0.0244507967243633,,,,,,,,,,,,,,
bw92_none_none_none_drawdown_90,risk_overlay,Drawdown,no dip upweight; no explicit sell trim; no trend participation override; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,none,drawdown_90,200.0,0.97,0.0039974690997508,0.0053851865307612,0.0273616642442116,,,,,,,,,,,,,,
bw92_none_none_macd_trend_full_ma60_break_90,trend_participation+risk_overlay,MA+MACD,no dip upweight; no explicit sell trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,macd_trend_full,ma60_break_90,200.0,0.97,0.0038582559987169,0.0043562302868671,0.0251338609714043,,,,,,,,,,,,,,
bw92_boll_lower_none_none_none,buy_dip,BOLL,BOLL lower-band buy-upweight; no explicit sell trim; no trend participation override; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,none,none,200.0,0.97,0.0006816141171904,0.0033635746132686,0.0217997346573456,,,,,,,,,,,,,,
bw92_boll_lower_none_none_atr_96,buy_dip+risk_overlay,BOLL+ATR,BOLL lower-band buy-upweight; no explicit sell trim; no trend participation override; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,none,atr_96,200.0,0.97,0.000693951360422,0.0033560796934056,0.0219001083929019,,,,,,,,,,,,,,
bw92_boll_lower_none_none_ma60_break_90,buy_dip+risk_overlay,BOLL+MA,BOLL lower-band buy-upweight; no explicit sell trim; no trend participation override; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,none,ma60_break_90,200.0,0.97,0.0047140265656186,0.0056783259279247,0.0279235852315456,,,,,,,,,,,,,,
bw92_boll_lower_none_none_drawdown_90,buy_dip+risk_overlay,BOLL+Drawdown,BOLL lower-band buy-upweight; no explicit sell trim; no trend participation override; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,none,drawdown_90,200.0,0.97,-0.0001607130262572,0.0034045467185972,0.0261078485155448,,,,,,,,,,,,,,
bw92_boll_lower_none_macd_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,BOLL+MA+MACD,BOLL lower-band buy-upweight; no explicit sell trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,macd_trend_full,ma60_break_90,200.0,0.97,0.0032467315223585,0.0040618723140725,0.0249271188496275,,,,,,,,,,,,,,
bw92_rsi_35_none_strong_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,RSI+ATR,RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,strong_trend_full,atr_96,200.0,0.97,-0.0018897543672896,0.0009211847974291,0.014828243025643,,,,,,,,,,,,,,
bw92_rsi_35_none_ma_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,RSI+MA,RSI oversold buy-upweight; no explicit sell trim; MA trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,ma_trend_full,ma60_break_90,200.0,0.97,-0.0001013113478216,0.0019723579398498,0.021343145527355,,,,,,,,,,,,,,
bw92_rsi_35_none_macd_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,RSI+MA+MACD+ATR,RSI oversold buy-upweight; no explicit sell trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,macd_trend_full,atr_96,200.0,0.97,-0.0013181359247721,0.0005983587001193,0.0094773303407229,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_strong_trend_full_none,buy_dip+trend_participation,BOLL+RSI,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,strong_trend_full,none,200.0,0.97,-0.0008822557097636,0.0011926068529688,0.0141179429764357,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_ma_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,BOLL+RSI+MA,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; MA trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,ma_trend_full,ma60_break_90,200.0,0.97,-0.0001399827073932,0.0019426404072329,0.0212594680977036,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_macd_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,BOLL+RSI+MA+MACD,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,macd_trend_full,ma60_break_90,200.0,0.97,0.0016181572855078,0.0031444791970821,0.0240644107187774,,,,,,,,,,,,,,
bw92_none_none_none_ma60_break_90,risk_overlay,MA,no dip upweight; no explicit sell trim; no trend participation override; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,none,ma60_break_90,200.0,0.965,0.0053201825314214,0.0059715340248459,0.0281953412566691,,,,,,,,,,,,,,
bw92_none_none_strong_trend_full_none,trend_participation,none,no dip upweight; no explicit sell trim; strong trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,strong_trend_full,none,200.0,0.965,0.004391679518491,0.004474805432622,0.022542025087926,,,,,,,,,,,,,,
bw92_none_none_strong_trend_full_atr_96,trend_participation+risk_overlay,ATR,no dip upweight; no explicit sell trim; strong trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,strong_trend_full,atr_96,200.0,0.965,0.0039185684388561,0.0043360088356201,0.0226306864580314,,,,,,,,,,,,,,
bw92_boll_lower_none_strong_trend_full_none,buy_dip+trend_participation,BOLL,BOLL lower-band buy-upweight; no explicit sell trim; strong trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,strong_trend_full,none,200.0,0.965,-0.0006538794849022,0.0019647318484195,0.0199782376734742,,,,,,,,,,,,,,
bw92_boll_lower_none_strong_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,BOLL+ATR,BOLL lower-band buy-upweight; no explicit sell trim; strong trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,strong_trend_full,atr_96,200.0,0.965,-0.0011172730138725,0.001817251814407,0.0201668027403245,,,,,,,,,,,,,,
bw92_rsi_35_none_none_none,buy_dip,RSI,RSI oversold buy-upweight; no explicit sell trim; no trend participation override; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,none,none,200.0,0.965,0.0008215526442048,0.0028528473177811,0.016464695969956,,,,,,,,,,,,,,
bw92_rsi_35_none_none_atr_96,buy_dip+risk_overlay,RSI+ATR,RSI oversold buy-upweight; no explicit sell trim; no trend participation override; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,none,atr_96,200.0,0.965,-0.0001137357597198,0.0024493113866707,0.016665442487196,,,,,,,,,,,,,,
bw92_rsi_35_none_none_drawdown_90,buy_dip+risk_overlay,RSI+Drawdown,RSI oversold buy-upweight; no explicit sell trim; no trend participation override; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,none,drawdown_90,200.0,0.965,-0.001187155941851,0.0026763306356836,0.0241952964199654,,,,,,,,,,,,,,
bw92_rsi_35_none_macd_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,RSI+MA+MACD,RSI oversold buy-upweight; no explicit sell trim; MACD trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,rsi_35,none,macd_trend_full,ma60_break_90,200.0,0.965,0.0017854102913352,0.003228936163252,0.0241447082791756,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_none_none,buy_dip,BOLL+RSI,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; no trend participation override; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,none,none,200.0,0.965,0.0004038559291632,0.0025765799373737,0.0159681109258132,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_none_atr_96,buy_dip+risk_overlay,BOLL+RSI+ATR,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; no trend participation override; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,none,atr_96,200.0,0.965,-0.0004279572359825,0.002234150214303,0.016257432463237,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_none_drawdown_90,buy_dip+risk_overlay,BOLL+RSI+Drawdown,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; no trend participation override; drawdown risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,none,drawdown_90,200.0,0.965,-0.0014780769353379,0.0025135455437455,0.0239715754421248,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_strong_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,BOLL+RSI+ATR,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; strong trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,strong_trend_full,atr_96,200.0,0.965,-0.0022001086220776,0.0007091485064272,0.0144882881344512,,,,,,,,,,,,,,
bw92_boll_or_rsi_none_macd_trend_full_atr_96,buy_dip+trend_participation+risk_overlay,BOLL+RSI+MA+MACD+ATR,BOLL lower-band or RSI oversold buy-upweight; no explicit sell trim; MACD trend full participation; ATR risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_or_rsi,none,macd_trend_full,atr_96,200.0,0.965,-0.001379548504846,0.0005211747534727,0.0092851312162718,,,,,,,,,,,,,,
bw92_none_none_strong_trend_full_ma60_break_90,trend_participation+risk_overlay,MA,no dip upweight; no explicit sell trim; strong trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,none,none,strong_trend_full,ma60_break_90,200.0,0.96,0.0037506413590625,0.0044760268970025,0.0262150478246537,,,,,,,,,,,,,,
bw92_boll_lower_none_strong_trend_full_ma60_break_90,buy_dip+trend_participation+risk_overlay,BOLL+MA,BOLL lower-band buy-upweight; no explicit sell trim; strong trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,none,strong_trend_full,ma60_break_90,200.0,0.96,0.0031449756256759,0.0041829487698178,0.0260079277639145,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_ma_trend_full_ma60_break_90,buy_dip+sell_strength_or_weakness+trend_participation+risk_overlay,BOLL+RSI+MA,BOLL lower-band buy-upweight; RSI high trim; MA trend full participation; MA60 break risk throttle,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,ma_trend_full,ma60_break_90,200.0,0.96,-0.0031118380538411,0.0012659134638461,0.0221870203366021,,,,,,,,,,,,,,
bw92_boll_lower_rsi_high_trim_macd_trend_full_none,buy_dip+sell_strength_or_weakness+trend_participation,BOLL+RSI+MA+MACD,BOLL lower-band buy-upweight; RSI high trim; MACD trend full participation; no risk overlay,meaningful_behavior_with_evidence,public_200x200_full_validated,tier_4_public_pool_needs_deep_validation,0.92,boll_lower,rsi_high_trim,macd_trend_full,none,200.0,0.96,-0.0040996960184229,0.0004846939988537,0.0139960536555005,,,,,,,,,,,,,,
