symbol,market,source_symbol,original_symbol,asset_class,tradability,currency,timezone,source,notes
IAU,US_ETF,US.IAU,IAU,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
SLV,US_ETF,US.SLV,SLV,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
USO,US_ETF,US.USO,USO,COMMODITY,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
IEFA,US_ETF,US.IEFA,IEFA,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
PBW,US_ETF,US.PBW,PBW,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
SMH,US_ETF,US.SMH,SMH,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
SPY,US_ETF,US.SPY,SPY,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
VEA,US_ETF,US.VEA,VEA,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
XLF,US_ETF,US.XLF,XLF,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
FXE,US_ETF,US.FXE,FXE,FX,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
FXY,US_ETF,US.FXY,FXY,FX,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
UUP,US_ETF,US.UUP,UUP,FX,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
AMAT,US_STOCK,US.AMAT,AMAT,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
AMZN,US_STOCK,US.AMZN,AMZN,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
BA,US_STOCK,US.BA,BA,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
HD,US_STOCK,US.HD,HD,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
MA,US_STOCK,US.MA,MA,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
NEE,US_STOCK,US.NEE,NEE,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
UBER,US_STOCK,US.UBER,UBER,STOCK,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,yahoo_public_chart,Public historical data fallback for validation only; not proof of account tradability.
