symbol,market,source,source_path,cache_path,metadata_path,asset_class,tradability,currency,timezone,quality_score,quality_grade,quality_warnings,gap_ratio,max_abs_daily_return,bars,start,end
US.IEFA,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IEFA.csv,data_cache_moomoo_batch11_30/US_ETF/US.IEFA.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1098239409663981,1614,2020-01-02,2026-06-04
US.IEMG,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IEMG.csv,data_cache_moomoo_batch11_30/US_ETF/US.IEMG.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1267409470943984,1614,2020-01-02,2026-06-04
US.IJH,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IJH.csv,data_cache_moomoo_batch11_30/US_ETF/US.IJH.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.144321868903717,1614,2020-01-02,2026-06-04
US.IJR,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IJR.csv,data_cache_moomoo_batch11_30/US_ETF/US.IJR.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1176866173515029,1614,2020-01-02,2026-06-04
US.IJS,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IJS.csv,data_cache_moomoo_batch11_30/US_ETF/US.IJS.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1194457274826734,1614,2020-01-02,2026-06-04
US.IVE,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IVE.csv,data_cache_moomoo_batch11_30/US_ETF/US.IVE.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1118561710348562,1614,2020-01-02,2026-06-04
US.IVW,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IVW.csv,data_cache_moomoo_batch11_30/US_ETF/US.IVW.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1192047021538241,1614,2020-01-02,2026-06-04
US.IWB,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IWB.csv,data_cache_moomoo_batch11_30/US_ETF/US.IWB.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1190587919834403,1614,2020-01-02,2026-06-04
US.IWD,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IWD.csv,data_cache_moomoo_batch11_30/US_ETF/US.IWD.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1169662181206155,1614,2020-01-02,2026-06-04
US.IWF,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.IWF.csv,data_cache_moomoo_batch11_30/US_ETF/US.IWF.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1178838412872553,1614,2020-01-02,2026-06-04
US.LQD,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.LQD.csv,data_cache_moomoo_batch11_30/US_ETF/US.LQD.metadata.json,BOND,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.0742465953214692,1614,2020-01-02,2026-06-04
US.MDY,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.MDY.csv,data_cache_moomoo_batch11_30/US_ETF/US.MDY.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1364909419652521,1614,2020-01-02,2026-06-04
US.VEA,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.VEA.csv,data_cache_moomoo_batch11_30/US_ETF/US.VEA.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1118030002896139,1614,2020-01-02,2026-06-04
US.VT,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.VT.csv,data_cache_moomoo_batch11_30/US_ETF/US.VT.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1164110429378686,1614,2020-01-02,2026-06-04
US.VWO,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.VWO.csv,data_cache_moomoo_batch11_30/US_ETF/US.VWO.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1208913648993155,1614,2020-01-02,2026-06-04
US.VYM,US_ETF,moomoo_opend,127.0.0.1:11111,data_cache_moomoo_batch11_30/US_ETF/US.VYM.csv,data_cache_moomoo_batch11_30/US_ETF/US.VYM.metadata.json,ETF,LIKELY_TRADABLE_NEEDS_ACCOUNT_PERMISSION_CHECK,USD,America/New_York,100.0,A,,0.0,0.1005781901249542,1614,2020-01-02,2026-06-04
